"Heaving frequency in [Hz],  from motor excitations",Wind speed [m/s],0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0,10,0.989,0.028,0.9855,0.037,1.0,0.999,0.0265,0.922,0.927,0.9985,0.0,0.073,1.0,0.833,0.1,0.064,0.0905,0.0,0.865,0.2545,0.817,1.0,0.23,1.0,0.1215,0.0,0.0915,0.101,0.183,0.817,0.8755,0.002,0.129,0.051,0.1245,0.8755,0.0,0.391,0.1275,1.0
1.0,10,0.989,0.0285,0.994,0.041,1.0,1.0,0.0265,0.926,0.927,1.0,0.0,0.073,1.0,0.8485,0.1,0.061,0.0825,0.0,0.865,0.2465,0.817,1.0,0.2255,1.0,0.1155,0.0,0.0915,0.0975,0.183,0.817,0.8755,0.0,0.127,0.029,0.1245,0.8755,0.0,0.379,0.1275,1.0
1.0,10,0.989,0.027,1.0,0.034,1.0,1.0,0.026,0.9265,0.927,1.0,0.0,0.073,1.0,0.8475,0.099,0.055,0.072,0.0,0.865,0.248,0.817,1.0,0.1975,1.0,0.106,0.0,0.0915,0.103,0.183,0.817,0.8755,0.0,0.125,0.015,0.1245,0.8755,0.0,0.388,0.127,1.0
1.0,10,0.9895,0.0245,1.0,0.0375,1.0,0.999,0.0265,0.9265,0.927,1.0,0.0,0.073,1.0,0.8555,0.099,0.062,0.073,0.0,0.865,0.2385,0.817,1.0,0.193,1.0,0.1065,0.0,0.0915,0.1005,0.183,0.817,0.8755,0.0,0.1245,0.016,0.1245,0.8755,0.0,0.383,0.1255,1.0
1.0,10,0.989,0.0265,1.0,0.0365,1.0,0.9995,0.026,0.926,0.927,1.0,0.0,0.073,1.0,0.853,0.099,0.0625,0.073,0.0,0.865,0.243,0.817,1.0,0.2,1.0,0.1095,0.0005,0.0915,0.101,0.183,0.817,0.8755,0.0,0.1245,0.017,0.1245,0.8755,0.0,0.39,0.129,1.0
1.0,10,0.9885,0.026,1.0,0.0355,1.0,1.0,0.0245,0.926,0.927,1.0,0.0,0.073,1.0,0.852,0.1,0.0575,0.0605,0.0,0.865,0.232,0.817,1.0,0.197,1.0,0.1085,0.001,0.0915,0.0965,0.183,0.817,0.8755,0.0,0.1265,0.0135,0.1245,0.8755,0.0,0.381,0.125,1.0
1.0,10,0.9895,0.025,0.999,0.038,1.0,0.999,0.0265,0.924,0.927,1.0,0.0,0.073,1.0,0.844,0.1,0.057,0.078,0.0,0.865,0.2375,0.817,1.0,0.208,1.0,0.1085,0.0,0.0915,0.108,0.183,0.817,0.8755,0.002,0.1275,0.0185,0.1245,0.8755,0.0,0.3875,0.1295,1.0
1.0,10,0.989,0.026,1.0,0.0345,1.0,1.0,0.026,0.9265,0.927,1.0,0.0,0.073,1.0,0.859,0.099,0.057,0.07,0.0,0.865,0.2355,0.817,1.0,0.198,1.0,0.104,0.0,0.0915,0.105,0.183,0.817,0.8755,0.0,0.127,0.015,0.1245,0.8755,0.0,0.3815,0.1255,1.0
1.0,10,0.9885,0.0215,1.0,0.0305,1.0,0.9995,0.0245,0.927,0.927,1.0,0.0,0.073,1.0,0.861,0.099,0.058,0.0565,0.0,0.865,0.223,0.817,1.0,0.192,1.0,0.102,0.0,0.0915,0.099,0.183,0.817,0.8755,0.0,0.1255,0.004,0.1245,0.8755,0.0,0.3835,0.1255,1.0
1.0,10,0.9895,0.0235,1.0,0.0315,1.0,1.0,0.0255,0.927,0.927,1.0,0.0,0.073,1.0,0.87,0.099,0.052,0.0555,0.0,0.865,0.227,0.817,1.0,0.187,1.0,0.1025,0.0,0.0915,0.098,0.183,0.817,0.8755,0.0,0.1245,0.0065,0.1245,0.8755,0.0,0.38,0.1255,1.0
1.0,10,0.9895,0.023,1.0,0.0335,1.0,1.0,0.0225,0.927,0.927,1.0,0.0,0.073,1.0,0.87,0.099,0.0545,0.0525,0.0,0.865,0.2165,0.817,1.0,0.186,1.0,0.096,0.0005,0.0915,0.1,0.183,0.817,0.8755,0.0,0.1245,0.0045,0.1245,0.8755,0.0,0.38,0.1245,1.0
1.0,10,0.9895,0.0215,1.0,0.0315,1.0,1.0,0.02,0.927,0.927,1.0,0.0,0.073,1.0,0.8735,0.099,0.0535,0.054,0.0,0.865,0.2125,0.817,1.0,0.1845,1.0,0.0965,0.0,0.0915,0.097,0.183,0.817,0.8755,0.0,0.1245,0.0015,0.1245,0.8755,0.0,0.3825,0.125,1.0
1.0,20,0.9895,0.021,1.0,0.029,0.9985,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6385,0.0,0.1245,0.167,0.1245,0.8755,0.0,0.803,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,0.997,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6455,0.0,0.1245,0.214,0.1245,0.8755,0.0,0.802,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6415,0.0,0.1245,0.141,0.1245,0.8755,0.0,0.7725,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.656,0.0,0.1245,0.148,0.1245,0.8755,0.0,0.7335,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6515,0.0,0.1245,0.153,0.1245,0.8755,0.0,0.747,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.644,0.0,0.1245,0.1335,0.1245,0.8755,0.0,0.7445,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.03,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.0995,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.646,0.0,0.1245,0.1505,0.1245,0.8755,0.0,0.772,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6445,0.0,0.1245,0.1445,0.1245,0.8755,0.0,0.747,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6355,0.0,0.1245,0.1365,0.1245,0.8755,0.0,0.795,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.6425,0.0,0.1245,0.1265,0.1245,0.8755,0.0,0.7745,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.8165,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.639,0.0,0.1245,0.128,0.1245,0.8755,0.0,0.788,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.631,0.0,0.1245,0.1335,0.1245,0.8755,0.0,0.7885,0.1245,1.0
1.9,10,0.9855,0.0315,0.9855,0.0545,1.0,0.9835,0.0265,0.8555,0.927,0.98,0.0,0.073,1.0,0.8165,0.1065,0.1055,0.099,0.0,0.854,0.271,0.817,1.0,0.388,1.0,0.168,0.0105,0.0965,0.1355,0.1835,0.817,0.875,0.041,0.2205,0.219,0.1245,0.8755,0.0,0.4355,0.2725,1.0
1.9,10,0.9875,0.0315,0.9855,0.0505,1.0,0.9815,0.0265,0.8795,0.927,0.991,0.0,0.073,1.0,0.821,0.1025,0.1035,0.0985,0.0,0.8545,0.27,0.817,1.0,0.3715,1.0,0.1575,0.0115,0.0975,0.1265,0.183,0.817,0.8755,0.026,0.19,0.1805,0.1245,0.8755,0.0,0.427,0.2325,1.0
1.9,10,0.988,0.0315,0.9855,0.05,1.0,0.9885,0.0265,0.9,0.927,0.9835,0.0,0.074,1.0,0.83,0.101,0.0855,0.0985,0.0,0.8585,0.2685,0.817,1.0,0.341,1.0,0.1435,0.0065,0.0955,0.12,0.183,0.817,0.8755,0.015,0.1585,0.161,0.1245,0.8755,0.0,0.4285,0.212,1.0
1.9,10,0.989,0.0315,0.9855,0.049,1.0,0.9895,0.0265,0.899,0.927,0.994,0.0,0.073,1.0,0.8255,0.101,0.0875,0.0965,0.0,0.8585,0.2675,0.817,1.0,0.3195,1.0,0.141,0.01,0.094,0.115,0.183,0.817,0.8755,0.0115,0.152,0.119,0.1245,0.8755,0.0,0.4095,0.199,1.0
1.9,10,0.9885,0.0315,0.9855,0.049,1.0,0.9895,0.0265,0.9025,0.927,0.9925,0.0,0.073,1.0,0.831,0.1015,0.0915,0.098,0.0,0.8625,0.2685,0.817,1.0,0.3045,1.0,0.1345,0.0095,0.092,0.115,0.183,0.817,0.8755,0.011,0.152,0.1285,0.1245,0.8755,0.0,0.414,0.1865,1.0
1.9,10,0.988,0.0315,0.9855,0.0445,1.0,0.9925,0.0265,0.905,0.927,0.9955,0.0,0.073,1.0,0.8305,0.1015,0.0855,0.0965,0.0,0.862,0.263,0.817,1.0,0.2745,1.0,0.139,0.006,0.093,0.1245,0.183,0.817,0.8755,0.02,0.141,0.105,0.1245,0.8755,0.0,0.4115,0.173,1.0
1.9,10,0.987,0.0315,0.9855,0.0465,1.0,0.994,0.0265,0.9105,0.927,0.9975,0.0,0.0735,1.0,0.826,0.104,0.079,0.0945,0.0,0.8585,0.258,0.817,1.0,0.2775,1.0,0.133,0.003,0.093,0.123,0.183,0.817,0.8755,0.0045,0.1545,0.0855,0.1245,0.8755,0.0,0.409,0.1725,1.0
1.9,10,0.9875,0.031,0.9855,0.048,1.0,0.996,0.0265,0.909,0.927,0.998,0.0,0.0735,1.0,0.8275,0.1015,0.0775,0.0955,0.0,0.863,0.263,0.817,1.0,0.311,1.0,0.134,0.001,0.0915,0.1165,0.183,0.817,0.8755,0.0105,0.157,0.1055,0.1245,0.8755,0.0,0.4115,0.1685,1.0
1.9,10,0.988,0.0305,0.9855,0.043,1.0,0.9945,0.0265,0.9215,0.927,0.9975,0.0,0.073,1.0,0.836,0.103,0.0805,0.0845,0.0,0.863,0.2555,0.817,1.0,0.246,1.0,0.121,0.001,0.093,0.1145,0.183,0.817,0.8755,0.0065,0.1465,0.0555,0.1245,0.8755,0.0,0.401,0.15,1.0
1.9,10,0.9875,0.0305,0.9855,0.041,1.0,0.9935,0.0265,0.9125,0.927,0.9955,0.0,0.073,1.0,0.839,0.1035,0.0795,0.0945,0.0,0.862,0.2515,0.817,1.0,0.2515,1.0,0.1215,0.002,0.0925,0.118,0.183,0.817,0.875,0.0065,0.1485,0.0695,0.1245,0.8755,0.0,0.4045,0.162,1.0
1.9,10,0.987,0.0305,0.9855,0.046,1.0,0.9935,0.0265,0.9185,0.927,0.9975,0.0,0.0735,1.0,0.838,0.101,0.0755,0.091,0.0,0.8635,0.261,0.817,1.0,0.2465,1.0,0.12,0.0045,0.092,0.1105,0.183,0.817,0.8755,0.0035,0.141,0.0705,0.1245,0.8755,0.0,0.413,0.1475,1.0
1.9,10,0.989,0.03,0.9855,0.047,1.0,0.9985,0.0265,0.9225,0.927,0.997,0.0,0.073,1.0,0.84,0.1025,0.076,0.0865,0.0,0.863,0.2555,0.817,1.0,0.2495,1.0,0.115,0.0005,0.0935,0.115,0.183,0.817,0.8755,0.0025,0.138,0.054,0.1245,0.8755,0.0,0.415,0.152,1.0
1.9,20,0.9895,0.021,1.0,0.029,0.9865,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.816,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6405,0.0,0.1245,0.2435,0.1245,0.8755,0.0,0.8035,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,0.9985,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.8145,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.64,0.0,0.1245,0.224,0.1245,0.8755,0.0,0.7695,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.03,0.9965,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.9005,0.1,0.0495,0.0495,0.0,0.865,0.183,0.816,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.651,0.0,0.1245,0.2205,0.1245,0.8755,0.0,0.798,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.03,0.995,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.649,0.0,0.1245,0.2335,0.1245,0.8755,0.0,0.7905,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,0.996,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.899,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.6435,0.0,0.1245,0.204,0.1245,0.8755,0.0,0.7655,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.0295,0.997,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.9005,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6465,0.0,0.1245,0.2035,0.1245,0.8755,0.0,0.777,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.03,0.998,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.1,0.0495,0.0495,0.0,0.865,0.183,0.816,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6485,0.0,0.1245,0.2535,0.1245,0.8755,0.0,0.795,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.03,0.9965,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.9005,0.099,0.0495,0.0495,0.0,0.865,0.183,0.8165,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.648,0.0,0.1245,0.2405,0.1245,0.8755,0.0,0.7975,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.0295,0.996,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.9005,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.65,0.0,0.1245,0.218,0.1245,0.8755,0.0,0.7845,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,0.9965,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.9,0.099,0.0495,0.0495,0.0,0.865,0.183,0.8165,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6515,0.0,0.1245,0.1935,0.1245,0.8755,0.0,0.78,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.03,0.997,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.9005,0.0995,0.0495,0.0495,0.0,0.865,0.183,0.816,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.6495,0.0,0.1245,0.1985,0.1245,0.8755,0.0,0.7875,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.03,0.9995,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.9005,0.1,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6485,0.0,0.1245,0.1835,0.1245,0.8755,0.0,0.792,0.1245,1.0
1.0,10,0.979,0.0315,0.9855,0.058,0.9975,0.9205,0.0265,0.8175,0.8915,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0005,0.73,0.2745,0.727,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4485,0.634,0.6265,0.249,0.3735,0.3735,0.5765,0.7135,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,0.999,0.9205,0.0265,0.8175,0.891,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.727,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.444,0.634,0.6265,0.249,0.3735,0.3735,0.5685,0.728,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,0.9995,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0005,0.73,0.2745,0.727,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4375,0.634,0.6265,0.249,0.3735,0.3735,0.556,0.721,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,0.999,0.9205,0.0265,0.8175,0.891,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0005,0.73,0.2745,0.7295,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4425,0.635,0.6265,0.249,0.3735,0.3735,0.5425,0.7425,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.891,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.73,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4435,0.636,0.6265,0.249,0.3735,0.3735,0.536,0.725,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.893,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7285,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.437,0.6355,0.6265,0.249,0.3735,0.3735,0.5275,0.737,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.891,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7305,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.448,0.635,0.6265,0.249,0.3735,0.3735,0.5305,0.736,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.73,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4445,0.6355,0.6265,0.249,0.3735,0.3735,0.521,0.756,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.891,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.7325,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.44,0.6355,0.6265,0.249,0.3735,0.3735,0.4915,0.7715,0.1245,0.871,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.894,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.737,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.44,0.64,0.6265,0.249,0.3735,0.3735,0.4955,0.751,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.893,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.734,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.439,0.6395,0.6265,0.249,0.3735,0.3735,0.4975,0.768,0.1245,0.8715,0.6225,0.751
1.0,10,0.979,0.0315,0.9855,0.058,1.0,0.9205,0.0265,0.8175,0.893,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.73,0.2745,0.733,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4405,0.6395,0.6265,0.249,0.3735,0.3735,0.4695,0.763,0.1245,0.8715,0.6225,0.751
1.0,20,0.9855,0.0315,0.9855,0.058,0.9805,0.939,0.0265,0.9105,0.9265,0.927,0.0,0.146,0.9995,0.802,0.2475,0.1955,0.099,0.0,0.865,0.272,0.7255,0.825,0.3435,1.0,0.214,0.0405,0.1685,0.3545,0.2825,0.6345,0.6265,0.006,0.3725,0.3735,0.6185,0.8755,0.1245,0.8715,0.1815,0.872
1.0,20,0.985,0.0315,0.9855,0.058,0.9805,0.943,0.0265,0.902,0.9265,0.927,0.0,0.146,1.0,0.802,0.247,0.195,0.099,0.0,0.858,0.2705,0.7255,0.8615,0.3355,1.0,0.1895,0.027,0.166,0.3555,0.279,0.635,0.6265,0.0025,0.3385,0.3735,0.612,0.8755,0.124,0.8715,0.1765,0.871
1.0,20,0.9875,0.0305,0.9855,0.058,0.9805,0.9455,0.0265,0.9125,0.9265,0.927,0.0,0.1455,1.0,0.802,0.2475,0.192,0.099,0.0,0.865,0.2725,0.7255,0.843,0.361,1.0,0.184,0.0465,0.1815,0.353,0.2705,0.6355,0.6265,0.0075,0.3685,0.3735,0.619,0.8755,0.124,0.8715,0.1815,0.9085
1.0,20,0.9865,0.0295,0.9855,0.058,0.9805,0.9435,0.0265,0.9115,0.927,0.927,0.0,0.143,1.0,0.802,0.2475,0.1975,0.099,0.0,0.8645,0.273,0.7255,0.858,0.3305,1.0,0.1775,0.0255,0.1505,0.3535,0.261,0.636,0.6265,0.0065,0.367,0.3735,0.613,0.8755,0.123,0.8715,0.171,0.9445
1.0,20,0.9865,0.0315,0.9855,0.058,0.9805,0.947,0.0265,0.915,0.927,0.927,0.0,0.1455,1.0,0.802,0.247,0.194,0.099,0.0,0.8635,0.2685,0.7255,0.8835,0.318,1.0,0.1545,0.037,0.181,0.354,0.2535,0.6365,0.6265,0.0,0.3675,0.3735,0.614,0.8755,0.1245,0.8715,0.1625,0.9635
1.0,20,0.988,0.029,0.9855,0.058,0.9805,0.948,0.0265,0.9185,0.9255,0.927,0.0,0.144,1.0,0.802,0.247,0.196,0.099,0.0,0.864,0.267,0.7255,0.849,0.315,1.0,0.176,0.039,0.177,0.3515,0.2525,0.6365,0.6265,0.005,0.3575,0.3735,0.6135,0.8755,0.124,0.8715,0.167,0.9635
1.0,20,0.9815,0.0315,0.9855,0.058,0.9805,0.9395,0.0265,0.9045,0.926,0.927,0.0,0.146,1.0,0.802,0.2475,0.1955,0.099,0.0,0.864,0.268,0.7255,0.83,0.329,1.0,0.1815,0.0595,0.186,0.3585,0.271,0.634,0.6265,0.0045,0.3725,0.3735,0.62,0.8755,0.1245,0.8715,0.178,0.8755
1.0,20,0.9825,0.0315,0.9855,0.058,0.9805,0.9425,0.0265,0.903,0.926,0.927,0.0,0.146,1.0,0.802,0.247,0.1975,0.099,0.0,0.864,0.2725,0.7255,0.8295,0.3475,1.0,0.202,0.055,0.195,0.356,0.277,0.636,0.6265,0.0135,0.366,0.3735,0.618,0.8755,0.1245,0.8715,0.186,0.8805
1.0,20,0.9865,0.0315,0.9855,0.058,0.9805,0.9455,0.0265,0.9105,0.9265,0.927,0.0,0.146,1.0,0.802,0.2475,0.196,0.099,0.0,0.865,0.2685,0.7255,0.846,0.347,1.0,0.1885,0.044,0.159,0.352,0.265,0.6365,0.6265,0.0015,0.372,0.3735,0.617,0.8755,0.1245,0.8715,0.1645,0.917
1.0,20,0.9845,0.0315,0.9855,0.058,0.9805,0.944,0.0265,0.9105,0.9265,0.927,0.0,0.144,1.0,0.802,0.2475,0.1965,0.099,0.0,0.865,0.271,0.7255,0.839,0.318,1.0,0.1985,0.0385,0.1585,0.355,0.2645,0.638,0.6265,0.005,0.3605,0.3735,0.621,0.8755,0.1245,0.8715,0.1755,0.93
1.0,20,0.9835,0.031,0.9855,0.058,0.9805,0.9505,0.0265,0.9095,0.927,0.927,0.0,0.145,0.9995,0.802,0.2475,0.197,0.099,0.0,0.8635,0.264,0.7255,0.8505,0.316,1.0,0.1815,0.0495,0.159,0.356,0.2615,0.634,0.6265,0.0035,0.3695,0.3735,0.6155,0.8755,0.1245,0.8715,0.186,0.949
1.0,20,0.9855,0.031,0.9855,0.058,0.9805,0.94,0.0265,0.9155,0.9265,0.927,0.0,0.146,0.999,0.802,0.2475,0.1975,0.099,0.0,0.8645,0.269,0.7255,0.863,0.331,1.0,0.1765,0.0385,0.173,0.357,0.275,0.637,0.6265,0.0055,0.3685,0.3735,0.6145,0.8755,0.1245,0.8715,0.2095,0.919
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0285,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6215,0.6555,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.029,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4565,0.634,0.6265,0.249,0.3735,0.3735,0.6205,0.6595,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0265,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.456,0.634,0.6265,0.249,0.3735,0.3735,0.6165,0.6745,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0145,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.456,0.634,0.6265,0.249,0.3735,0.3735,0.6165,0.6645,0.1245,0.8715,0.6225,0.751
