"Heaving frequency in [Hz],  from motor excitations",Wind speed [m/s],0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1.0,20,0.984,0.0315,0.9855,0.058,0.9805,0.936,0.0265,0.8895,0.9265,0.927,0.0,0.146,0.972,0.802,0.2475,0.198,0.099,0.0,0.861,0.2735,0.7255,0.817,0.427,1.0,0.226,0.0595,0.228,0.36,0.2925,0.634,0.6265,0.035,0.3735,0.3735,0.621,0.8755,0.1245,0.8715,0.315,0.803
1.0,20,0.983,0.0315,0.9855,0.058,0.9805,0.9315,0.0265,0.8725,0.927,0.927,0.0,0.146,0.9865,0.802,0.2475,0.197,0.099,0.0,0.8585,0.2725,0.7255,0.817,0.4085,1.0,0.2125,0.066,0.2105,0.3605,0.2865,0.634,0.6265,0.0165,0.3735,0.3735,0.6195,0.8755,0.1245,0.8715,0.2945,0.813
1.0,20,0.9845,0.0315,0.9855,0.058,0.9805,0.94,0.0265,0.894,0.9265,0.927,0.0,0.146,0.9995,0.802,0.2475,0.1975,0.099,0.0,0.8535,0.27,0.7255,0.8175,0.415,1.0,0.2165,0.0595,0.178,0.3545,0.2665,0.634,0.6265,0.0175,0.373,0.3735,0.6195,0.8755,0.1245,0.8715,0.26,0.8455
1.0,20,0.9825,0.0315,0.9855,0.058,0.9805,0.9415,0.0265,0.9,0.9265,0.927,0.0,0.146,0.988,0.802,0.2475,0.1965,0.099,0.0,0.8605,0.2695,0.7255,0.817,0.396,1.0,0.2145,0.0555,0.1765,0.3555,0.265,0.634,0.6265,0.0165,0.373,0.3735,0.62,0.8755,0.1245,0.8715,0.243,0.8765
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.067,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.692,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0675,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.692,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0675,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.6885,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0665,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.689,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.067,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.622,0.6805,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0675,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.6925,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.067,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.6845,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.067,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.6905,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0675,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.697,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.066,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.7,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.067,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.7005,0.1245,0.8715,0.6225,0.751
1.9,10,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.8905,0.927,0.073,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0665,0.73,0.2745,0.7255,0.817,0.4575,0.9085,0.366,0.0915,0.366,0.366,0.4575,0.634,0.6265,0.249,0.3735,0.3735,0.622,0.7035,0.1245,0.8715,0.6225,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.9105,0.927,0.0655,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.7345,0.2745,0.7255,0.817,0.4575,0.935,0.349,0.0915,0.3575,0.366,0.441,0.634,0.6265,0.248,0.3735,0.3735,0.6225,0.808,0.1245,0.8715,0.6225,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.909,0.927,0.054,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.737,0.2745,0.7255,0.817,0.4575,0.9345,0.351,0.0915,0.3525,0.366,0.4405,0.634,0.6265,0.2485,0.3735,0.3735,0.6225,0.7955,0.1245,0.8715,0.622,0.751
1.9,20,0.9795,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.9185,0.927,0.058,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.7345,0.2745,0.7255,0.817,0.4575,0.9445,0.3405,0.0915,0.352,0.366,0.4345,0.634,0.6265,0.2475,0.3735,0.3735,0.6225,0.8035,0.1245,0.8715,0.6225,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.921,0.0265,0.8175,0.91,0.927,0.0605,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.736,0.2745,0.7255,0.817,0.4575,0.933,0.341,0.0915,0.3585,0.366,0.447,0.634,0.6265,0.2475,0.3735,0.3735,0.6225,0.8,0.1245,0.8715,0.6215,0.751
1.9,20,0.9795,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.912,0.927,0.0605,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.732,0.2745,0.7255,0.817,0.4575,0.938,0.338,0.0915,0.355,0.3655,0.432,0.634,0.6265,0.248,0.3735,0.3735,0.6225,0.7955,0.1245,0.8715,0.6225,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.9185,0.927,0.05,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.7405,0.2745,0.7255,0.817,0.4575,0.952,0.346,0.0915,0.3535,0.366,0.4365,0.634,0.6265,0.2485,0.3735,0.3735,0.6225,0.804,0.1245,0.8715,0.622,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.913,0.927,0.067,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.7355,0.2745,0.7255,0.817,0.4575,0.9315,0.352,0.0915,0.355,0.366,0.437,0.634,0.6265,0.249,0.3735,0.3735,0.6225,0.8,0.1245,0.8715,0.6225,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.921,0.0265,0.8175,0.916,0.927,0.0425,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.737,0.2745,0.7255,0.817,0.4575,0.936,0.351,0.0915,0.3505,0.366,0.439,0.634,0.6265,0.248,0.3735,0.3735,0.6225,0.8015,0.1245,0.8715,0.6225,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.921,0.0265,0.8175,0.9115,0.927,0.0475,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.743,0.2745,0.7255,0.817,0.4575,0.949,0.335,0.0915,0.3555,0.366,0.4335,0.634,0.6265,0.247,0.3735,0.3735,0.6225,0.7985,0.1245,0.8715,0.6215,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.906,0.927,0.0365,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.739,0.2745,0.7255,0.817,0.4575,0.962,0.3305,0.0915,0.354,0.366,0.4345,0.634,0.6265,0.244,0.3735,0.3735,0.6225,0.8025,0.1245,0.8715,0.6225,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.921,0.0265,0.8175,0.9055,0.927,0.0205,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.7475,0.2745,0.7255,0.817,0.4575,0.9665,0.338,0.0915,0.344,0.366,0.4305,0.634,0.6265,0.238,0.3735,0.3735,0.6225,0.8005,0.1245,0.8715,0.62,0.751
1.9,20,0.979,0.0315,0.9855,0.058,0.9805,0.9205,0.0265,0.8175,0.9185,0.927,0.02,0.146,0.9505,0.802,0.2475,0.198,0.099,0.0,0.736,0.2745,0.7255,0.817,0.4575,0.9735,0.3335,0.0915,0.3455,0.366,0.422,0.634,0.6265,0.2435,0.3735,0.3735,0.6225,0.806,0.1245,0.8715,0.6205,0.751
1.0,10,0.9855,0.0315,0.9855,0.054,1.0,0.973,0.0265,0.8425,0.927,0.967,0.0,0.0745,1.0,0.806,0.112,0.1145,0.099,0.0,0.8445,0.2725,0.817,1.0,0.183,1.0,0.1645,0.012,0.099,0.152,0.183,0.817,0.8715,0.0485,0.243,0.224,0.1245,0.8755,0.0195,0.509,0.3435,1.0
1.0,10,0.986,0.031,0.9855,0.0525,1.0,0.977,0.0265,0.8475,0.927,0.9755,0.0,0.078,1.0,0.8065,0.115,0.111,0.099,0.0,0.843,0.2725,0.817,1.0,0.183,1.0,0.165,0.014,0.104,0.1335,0.1835,0.817,0.874,0.065,0.2435,0.2375,0.1245,0.8755,0.002,0.501,0.311,1.0
1.0,10,0.986,0.0315,0.9855,0.0485,1.0,0.9735,0.0265,0.844,0.927,0.981,0.0,0.075,1.0,0.8075,0.111,0.115,0.099,0.0,0.8505,0.2715,0.817,1.0,0.183,1.0,0.1675,0.016,0.104,0.1305,0.183,0.817,0.8735,0.05,0.2195,0.2205,0.1245,0.8755,0.004,0.4995,0.296,1.0
1.0,10,0.987,0.0315,0.9855,0.053,1.0,0.981,0.0265,0.8515,0.9265,0.977,0.0,0.0765,1.0,0.8155,0.107,0.1145,0.099,0.0,0.84,0.271,0.817,1.0,0.183,1.0,0.1505,0.013,0.0965,0.1355,0.1835,0.817,0.8755,0.0335,0.236,0.212,0.1245,0.8755,0.001,0.497,0.3225,1.0
1.0,10,0.9845,0.0315,0.9855,0.0535,1.0,0.978,0.0265,0.8515,0.927,0.9795,0.0,0.0745,1.0,0.812,0.1065,0.119,0.099,0.0,0.8445,0.269,0.817,1.0,0.183,1.0,0.159,0.019,0.102,0.1285,0.183,0.817,0.875,0.0375,0.2395,0.2225,0.1245,0.8755,0.001,0.5045,0.292,1.0
1.0,10,0.986,0.0315,0.9855,0.0495,1.0,0.9835,0.0265,0.86,0.9265,0.9855,0.0,0.0745,1.0,0.8115,0.1115,0.1035,0.099,0.0,0.8505,0.269,0.817,1.0,0.183,1.0,0.139,0.0155,0.099,0.1295,0.183,0.817,0.875,0.027,0.208,0.1945,0.1245,0.8755,0.0,0.4915,0.264,1.0
1.0,10,0.9845,0.0315,0.9855,0.051,1.0,0.9895,0.0265,0.868,0.927,0.994,0.0,0.0745,1.0,0.8165,0.109,0.091,0.0985,0.0,0.859,0.27,0.817,1.0,0.3415,1.0,0.152,0.0065,0.0965,0.14,0.183,0.817,0.874,0.0265,0.204,0.1475,0.1245,0.8755,0.0005,0.4655,0.219,1.0
1.0,10,0.986,0.0315,0.9855,0.0495,1.0,0.989,0.0265,0.874,0.927,0.9975,0.0,0.074,1.0,0.8115,0.112,0.1,0.099,0.0,0.8625,0.2645,0.817,1.0,0.311,1.0,0.1335,0.0065,0.093,0.128,0.183,0.817,0.875,0.0095,0.1845,0.1425,0.1245,0.8755,0.0005,0.447,0.2045,1.0
1.0,10,0.9865,0.03,0.9855,0.043,1.0,0.9935,0.0265,0.894,0.927,0.992,0.0,0.073,1.0,0.8205,0.1065,0.097,0.0975,0.0,0.8645,0.269,0.817,1.0,0.3125,1.0,0.14,0.005,0.094,0.1305,0.183,0.817,0.8755,0.0085,0.179,0.1205,0.1245,0.8755,0.0,0.4505,0.199,1.0
1.0,10,0.9885,0.0315,0.9855,0.046,1.0,0.993,0.0265,0.8955,0.927,0.995,0.0,0.073,1.0,0.819,0.104,0.0905,0.098,0.0,0.863,0.2625,0.817,1.0,0.305,1.0,0.1275,0.0055,0.0935,0.12,0.1835,0.817,0.8745,0.013,0.177,0.116,0.1245,0.8755,0.0,0.444,0.1825,1.0
1.0,10,0.986,0.03,0.9855,0.049,1.0,0.995,0.0265,0.9005,0.927,0.998,0.0,0.073,1.0,0.8215,0.104,0.0805,0.0975,0.0,0.865,0.2645,0.817,1.0,0.2915,1.0,0.1295,0.0035,0.092,0.118,0.1835,0.817,0.8755,0.01,0.16,0.0995,0.1245,0.8755,0.0,0.451,0.169,1.0
1.0,10,0.988,0.0285,0.9855,0.04,1.0,0.996,0.0265,0.906,0.927,0.998,0.0,0.073,1.0,0.8195,0.1005,0.0785,0.095,0.0,0.864,0.2625,0.817,1.0,0.2775,1.0,0.118,0.003,0.0945,0.1185,0.183,0.817,0.875,0.0065,0.148,0.0885,0.1245,0.8755,0.0,0.439,0.1685,1.0
1.0,20,0.9895,0.021,1.0,0.03,0.984,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.8995,0.099,0.0495,0.0495,0.0,0.865,0.183,0.8165,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0925,0.183,0.817,0.6285,0.0,0.1245,0.2845,0.1245,0.8755,0.0,0.8125,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.0295,0.987,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.6345,0.0,0.1245,0.259,0.1245,0.8755,0.0,0.7945,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.03,0.996,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.9005,0.099,0.0495,0.0495,0.0,0.865,0.183,0.8165,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.6375,0.0,0.1245,0.24,0.1245,0.8755,0.0,0.774,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,0.9895,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6445,0.0,0.1245,0.215,0.1245,0.8755,0.0,0.82,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,0.998,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.65,0.0,0.1245,0.169,0.1245,0.8755,0.0,0.7805,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,0.9945,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6325,0.0,0.1245,0.2075,0.1245,0.8755,0.0,0.7905,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.0295,0.988,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.635,0.0,0.1245,0.2305,0.1245,0.8755,0.0,0.782,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,0.992,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6335,0.0,0.1245,0.2155,0.1245,0.8755,0.0,0.803,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,0.988,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.092,0.183,0.817,0.644,0.0,0.1245,0.2225,0.1245,0.8755,0.0,0.789,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.0295,0.9945,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.0995,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.646,0.0,0.1245,0.1935,0.1245,0.8755,0.0,0.7795,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.029,0.999,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.646,0.0,0.1245,0.1785,0.1245,0.8755,0.0,0.761,0.1245,1.0
1.0,20,0.9895,0.021,1.0,0.0305,0.997,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.642,0.0,0.1245,0.1885,0.1245,0.8755,0.0,0.7395,0.1245,1.0
1.9,10,0.9885,0.0255,0.9955,0.0345,1.0,0.9995,0.0265,0.9265,0.927,1.0,0.0,0.073,1.0,0.847,0.099,0.0545,0.074,0.0,0.865,0.2415,0.817,1.0,0.2135,1.0,0.1105,0.0,0.0915,0.1005,0.183,0.817,0.8755,0.0005,0.126,0.0195,0.1245,0.8755,0.0,0.3905,0.127,1.0
1.9,10,0.9885,0.027,1.0,0.035,1.0,1.0,0.0265,0.9265,0.927,1.0,0.0,0.073,1.0,0.854,0.099,0.0575,0.0685,0.0,0.865,0.2465,0.817,1.0,0.204,1.0,0.105,0.0,0.0915,0.096,0.183,0.817,0.8755,0.0,0.125,0.0095,0.1245,0.8755,0.0,0.3865,0.126,1.0
1.9,10,0.9895,0.026,1.0,0.034,1.0,0.9995,0.026,0.927,0.927,1.0,0.0,0.073,1.0,0.8555,0.099,0.0535,0.065,0.0,0.865,0.232,0.817,1.0,0.198,1.0,0.1005,0.0,0.0915,0.0965,0.183,0.817,0.8755,0.0,0.125,0.007,0.1245,0.8755,0.0,0.3835,0.126,1.0
1.9,10,0.9895,0.0225,1.0,0.035,1.0,1.0,0.0245,0.927,0.927,1.0,0.0,0.073,1.0,0.862,0.099,0.054,0.057,0.0,0.865,0.2265,0.817,1.0,0.19,1.0,0.105,0.0,0.0915,0.0965,0.183,0.817,0.8755,0.0,0.1245,0.006,0.1245,0.8755,0.0,0.3805,0.1255,1.0
1.9,10,0.9895,0.022,1.0,0.0335,1.0,0.9995,0.024,0.9265,0.927,1.0,0.0,0.073,1.0,0.8675,0.099,0.0525,0.055,0.0,0.865,0.229,0.817,1.0,0.1885,1.0,0.1015,0.0,0.0915,0.094,0.183,0.817,0.8755,0.0,0.1245,0.0055,0.1245,0.8755,0.0,0.3865,0.1265,1.0
1.9,10,0.9895,0.021,1.0,0.0345,1.0,1.0,0.023,0.927,0.927,1.0,0.0,0.073,1.0,0.8695,0.099,0.0525,0.0565,0.0,0.865,0.214,0.817,1.0,0.187,1.0,0.097,0.0,0.0915,0.0935,0.183,0.817,0.8755,0.0,0.1245,0.0075,0.1245,0.8755,0.0,0.3835,0.1245,1.0
1.9,10,0.989,0.021,1.0,0.029,1.0,1.0,0.0105,0.927,0.927,1.0,0.0,0.073,1.0,0.877,0.099,0.05,0.05,0.0,0.865,0.202,0.817,1.0,0.185,1.0,0.0965,0.0,0.0915,0.096,0.183,0.817,0.8755,0.0,0.1245,0.0005,0.1245,0.8755,0.0,0.3785,0.1245,1.0
1.9,10,0.9895,0.021,1.0,0.0295,1.0,1.0,0.0105,0.927,0.927,1.0,0.0,0.073,1.0,0.8825,0.099,0.0505,0.051,0.0,0.865,0.2025,0.817,1.0,0.1845,1.0,0.095,0.0,0.0915,0.092,0.183,0.817,0.8755,0.0,0.125,0.0025,0.1245,0.8755,0.0,0.378,0.1245,1.0
1.9,10,0.9895,0.021,1.0,0.029,1.0,1.0,0.005,0.927,0.927,1.0,0.0,0.073,1.0,0.88,0.099,0.05,0.0495,0.0,0.865,0.1955,0.817,1.0,0.184,1.0,0.096,0.0,0.0915,0.0935,0.183,0.817,0.8755,0.0,0.1245,0.0,0.1245,0.8755,0.0,0.3795,0.1245,1.0
1.9,10,0.989,0.021,1.0,0.031,1.0,1.0,0.004,0.927,0.927,1.0,0.0,0.073,1.0,0.8835,0.099,0.0505,0.0495,0.0,0.865,0.198,0.817,1.0,0.1835,1.0,0.095,0.0,0.0915,0.093,0.183,0.817,0.8755,0.0,0.1245,0.0,0.1245,0.8755,0.0,0.3775,0.1245,1.0
1.9,10,0.989,0.0215,1.0,0.0295,1.0,1.0,0.0075,0.927,0.927,1.0,0.0,0.073,1.0,0.8875,0.099,0.0505,0.0495,0.0,0.865,0.2055,0.817,1.0,0.1835,1.0,0.095,0.0,0.0915,0.092,0.183,0.817,0.8755,0.0,0.1245,0.001,0.1245,0.8755,0.0,0.3765,0.1245,1.0
1.9,10,0.9895,0.021,1.0,0.0305,1.0,1.0,0.004,0.927,0.927,1.0,0.0,0.073,1.0,0.887,0.099,0.0495,0.0495,0.0,0.865,0.191,0.817,1.0,0.1835,1.0,0.0935,0.0,0.0915,0.093,0.183,0.817,0.8755,0.0,0.1245,0.0,0.1245,0.8755,0.0,0.377,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.702,0.0,0.1245,0.0805,0.1245,0.8755,0.0,0.7005,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.705,0.0,0.1245,0.0855,0.1245,0.8755,0.0,0.705,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.6985,0.0,0.1245,0.0795,0.1245,0.8755,0.0,0.695,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,0.9995,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.738,0.0,0.1245,0.0545,0.1245,0.8755,0.0,0.707,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.759,0.0,0.1245,0.0335,0.1245,0.8755,0.0,0.6485,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.7585,0.0,0.1245,0.031,0.1245,0.8755,0.0,0.672,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.748,0.0,0.1245,0.041,0.1245,0.8755,0.0,0.641,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.734,0.0,0.1245,0.039,0.1245,0.8755,0.0,0.668,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.7505,0.0,0.1245,0.0355,0.1245,0.8755,0.0,0.655,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.7695,0.0,0.1245,0.0295,0.1245,0.8755,0.0,0.646,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.788,0.0,0.1245,0.0135,0.1245,0.8755,0.0,0.646,0.1245,1.0
1.9,20,0.9895,0.021,1.0,0.029,1.0,1.0,0.0,0.927,0.927,1.0,0.0,0.073,1.0,0.901,0.099,0.0495,0.0495,0.0,0.865,0.183,0.817,1.0,0.183,1.0,0.0915,0.0,0.0915,0.0915,0.183,0.817,0.757,0.0,0.1245,0.021,0.1245,0.8755,0.0,0.635,0.1245,1.0
