"Heaving frequency in [Hz],  from motor excitations",Wind speed [m/s],0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1.0,10,-0.0015500775,-0.00019906182,0.0012412947,0.000548034,0.0008883872,-0.00082069234,0.00049103145,1.615379e-05,0.0024585729,-0.00032216124,0.00035974383,0.0015778039,0.00048029888,0.00046336185,0.0010655388,-0.00092925737,0.00080116745,-0.0009778815,-0.0013193458,-0.00025022175,0.0017965373,8.297432e-05,-0.00082042627,0.00034043123,0.000252357,-0.00080962945,-0.0012778656,0.001307237,-0.002134946,0.0006562602,-2.6384369e-06,0.0009606724,0.00061325775,-0.0007530092,0.0005912401,0.002360316,-0.0028304616,0.0007353793,0.000700796,0.00065152533,0.0015777359,-0.00067968684,0.0016578003,-3.11248e-05,0.00023203291,0.0008565285,-0.0012670836,-0.0002476708,-0.00033513643,0.0007888791,-0.00027884846,-0.0006507244,0.00028179988,-0.001124556,-0.0011966238,-0.0012551135,-0.0008198966,0.0002295106,-0.002175346,0.0004529272,-0.0020243423,0.00036902854,0.0011359779,0.0007818737,-0.0011615977,0.000591618,0.0025859368,0.00029431004,0.0016890364,0.0015139235,-0.0012072455,0.00096472865,-0.00024386309,-0.0014955756,0.0014981674,0.0019202181,0.00021702005,0.0006239312,-0.00071847346,-4.039693e-05,-0.0018351292,0.0012399278,0.0018655742,-0.001945198,0.0019195224,-0.0022718357,0.0008362755,-0.0026666662,-0.00062912516,0.0014274092,-0.0022763442,-0.0032516068,-0.00066134706,-0.0028842362,-0.0013015238,0.00034622295,-0.0008258206,0.0015176042,0.00040715374,0.001588081,-0.0005185809,-6.8618916e-05,-0.0022116504,-0.00017982116,-0.00032470422,0.0013091129,-0.00015474763,-0.0021364237,0.00178173,0.0008675074,0.00014451286,0.0014346102,-0.0012157725,0.0015326692,0.00015492481,0.0009778049,0.0011274526,-0.0012421738,0.0020648723,0.00092107337,0.0007999372,-0.0007822653,6.75302e-06,0.00034630834,0.0026354943,-0.0011421549,-0.0004234516,0.0003406033
1.0,10,-0.0016587963,-0.00039170403,0.0012370031,0.00061955955,0.0010590949,-0.0008081083,0.0004466856,2.7597882e-05,0.0026197438,-0.00025778823,0.00029298663,0.0017189477,0.00047004689,0.0004690839,0.0010350213,-0.0009693117,0.000913701,-0.0009387808,-0.0013136237,-4.80428e-05,0.0017440852,2.5753863e-05,-0.00070598535,0.00044724275,0.00015412853,-0.0007361965,-0.0011481659,0.0012285588,-0.0020538836,0.00055326335,0.00013087597,0.0009301548,0.00063233124,-0.0007844805,0.0007180788,0.00238535,-0.0028385678,0.0006261836,0.0006054286,0.0007240046,0.0015300522,-0.0007750543,0.0016167923,8.30777e-05,0.00017958082,0.0006982186,-0.0013643584,-0.0002438561,-0.0004195366,0.0006362912,-0.00030793552,-0.00067170523,0.00021885737,-0.0011512588,-0.0013329992,-0.001274187,-0.00075409305,7.6922704e-05,-0.0020816475,0.00051503524,-0.0021120803,0.00027175376,0.001021537,0.00076947594,-0.0011863932,0.0005668225,0.0024486077,0.00027523655,0.0017653303,0.0015322817,-0.0011130702,0.001035539,-0.00036140345,-0.0015563724,0.0013722824,0.001941199,0.00031620217,0.0006434815,-0.00062596705,6.0692546e-05,-0.0016882634,0.0012199007,0.0019056285,-0.0019456749,0.0018546726,-0.0022966312,0.00075950474,-0.0028564474,-0.0007283073,0.0013883086,-0.002367897,-0.0032611436,-0.00066993013,-0.002937642,-0.0012929407,0.00030998333,-0.0008601529,0.0016072496,0.00039570965,0.0016462551,-0.00048448704,2.0072795e-05,-0.002338966,-0.00023322692,-0.00025031762,0.0013064009,-0.00019003358,-0.0021507288,0.0017149728,0.00083698984,0.00023797294,0.0014125565,-0.0012937353,0.0016587926,0.00030846638,0.0010235813,0.0012128064,-0.0010819566,0.001980949,0.0009468226,0.0007656049,-0.00073744263,9.520631e-05,0.00013459264,0.0025324975,-0.0011112797,-0.00036623114,0.00030341
1.0,10,-0.0015615216,-0.00034688134,0.0012775343,0.00058618095,0.0008178153,-0.0008737032,0.00042427424,-2.9622577e-05,0.0025587087,-0.00028496794,0.00034543872,0.0016579125,0.00049031246,0.00036036503,0.0010378823,-0.0010589571,0.0008107042,-0.0010236579,-0.0013765662,-4.80428e-05,0.0018318233,5.627144e-05,-0.0006363671,0.00045487215,0.0001884608,-0.0007628994,-0.0011367218,0.0012700437,-0.002014783,0.00065339915,0.00015757885,0.001078928,0.00060944306,-0.0006485819,0.00058897515,0.0023359973,-0.0027904073,0.00065527065,0.00063594617,0.00074307807,0.0015281448,-0.0007216485,0.0016277595,4.317239e-05,0.00017099775,0.00073636556,-0.0014120421,-0.00017781416,-0.00035492517,0.0007049558,-0.0003422678,-0.0006202068,0.00026081904,-0.0011512588,-0.0013415823,-0.0013275928,-0.0008046378,0.00011506968,-0.0021573454,0.00047575578,-0.0021387832,0.00019069144,0.0010081856,0.0008533993,-0.0012178645,0.0006259503,0.0026240838,0.00025950093,0.001687129,0.001560445,-0.001191033,0.0008741296,-0.00026508234,-0.0015890357,0.0014638351,0.001999373,0.00018650247,0.00053905416,-0.0005983105,9.693217e-05,-0.0016558385,0.0011316858,0.0019990886,-0.002003849,0.001873746,-0.0022584843,0.000793837,-0.0026723882,-0.00056809,0.0014097663,-0.0023698043,-0.0032611436,-0.0006308295,-0.0029509934,-0.0013515917,0.00033859356,-0.0008656365,0.0016453966,0.00048726238,0.0015074955,-0.00052048825,-2.1888874e-05,-0.0023740134,-0.00028901687,-0.00028655725,0.0012076062,-0.0002339026,-0.002085879,0.0017702859,0.0007206416,0.0002823188,0.001300619,-0.0011087225,0.0016246988,0.00024743122,0.0010598209,0.0012747953,-0.0011973511,0.0020477062,0.0009010462,0.0007579755,-0.00076319184,3.7270598e-05,0.00022948324,0.0025649224,-0.0011575329,-0.0005579197,0.00033202022
1.0,10,-0.0016511669,-0.00038312096,0.001202194,0.00056424644,0.00093130255,-0.0007190217,0.00047863368,1.615379e-05,0.0024528508,-7.8497455e-05,0.00030824542,0.001638839,0.00033891667,0.0003393842,0.0010877118,-0.001091382,0.0009041643,-0.001035102,-0.0013212531,-2.1339918e-05,0.0018909511,-6.961357e-05,-0.0007221978,0.00034043123,0.0002256541,-0.0006150799,-0.0013064758,0.001245725,-0.0020062,0.0005360972,0.00018285122,0.0011113529,0.0006666635,-0.0007511019,0.00070735,0.0024168212,-0.0028123418,0.0006919871,0.00054439344,0.000731634,0.0015777359,-0.000658706,0.0015815063,1.3727695e-05,0.00016813673,0.0005894997,-0.0013834318,-0.00023002783,-0.00024859048,0.00068016024,-0.00031222706,-0.000725111,0.00013302668,-0.0010749649,-0.0012776861,-0.0013237781,-0.00072834385,4.6405126e-05,-0.0020970255,0.00050877675,-0.002104451,0.0003337426,0.0011417,0.00072083855,-0.0011940226,0.00054584164,0.0026164544,0.0003565373,0.0017786818,0.0016218377,-0.0011483561,0.00090679293,-0.00033803843,-0.0015296695,0.0014829086,0.0020127245,0.0002742405,0.0005948441,-0.000576376,0.00014652323,-0.0017664647,0.001216086,0.001980015,-0.0019904976,0.0018890048,-0.0022222446,0.0008090958,-0.002977564,-0.0006081443,0.0013434859,-0.0022324752,-0.0031791276,-0.0007424094,-0.0030330094,-0.0013759104,0.000433961,-0.00089567725,0.0015462145,0.00048154034,0.0017070519,-0.0006056037,3.914628e-05,-0.0023916564,-0.00021463027,-0.00028655725,0.0013669294,-0.00026442017,-0.002053454,0.0017745774,0.0008713221,0.00039580604,0.0012890557,-0.0011895464,0.0015724851,0.00034756702,0.001027396,0.0012018392,-0.0011372697,0.0020858531,0.0009148745,0.0007808637,-0.0008051535,1.1879019e-05,0.0002161318,0.0025258218,-0.0010095942,-0.00041486853,0.00037588924
1.0,10,-0.0016587963,-0.00023053307,0.0012513082,0.0006128838,0.001035253,-0.0008418073,0.0005496824,-0.0001326194,0.0024795537,-0.00019913726,0.00024577975,0.0017494652,0.00053489674,0.0004280759,0.0010883078,-0.0009540529,0.0007477617,-0.00094354915,-0.0012716621,-0.00011670735,0.0017221507,1.0495074e-05,-0.0007565301,0.00034424593,0.00015603588,-0.00073524285,-0.0011023895,0.0012805341,-0.0020042926,0.0005332362,0.00013564434,0.00090345193,0.0006590341,-0.0008014082,0.000636182,0.0023901183,-0.0028080503,0.00063238246,0.0005939845,0.0007907618,0.0015033493,-0.0006892236,0.0016163155,3.4231693e-05,0.0001652757,0.0007573464,-0.001368173,-0.00023503462,-0.00042394735,0.0007488248,-0.00018681888,-0.00067170523,0.00010823115,-0.001218016,-0.0012948522,-0.0013314075,-0.0007407416,6.2875915e-07,-0.0022018105,0.0005221878,-0.0020930069,0.00033469626,0.0010196296,0.0007303753,-0.0011377558,0.0006545605,0.0026946557,0.00026021618,0.001807292,0.0014733924,-0.0011024605,0.00081214076,-0.00041123293,-0.0014986751,0.001440947,0.0019698092,0.00037342263,0.00056861807,-0.00066697504,0.00010074687,-0.0017788624,0.0011755548,0.0020086253,-0.001942337,0.0018127109,-0.002197449,0.00081481785,-0.0028392812,-0.00065964274,0.001360652,-0.0022649001,-0.0033317155,-0.0007300116,-0.0030349167,-0.001289126,0.00032524212,-0.0009384734,0.0016759142,0.00030987896,0.0015065419,-0.0004594531,3.29474e-05,-0.0024014316,-0.00034480682,-0.00030944543,0.0012794,-0.00023962464,-0.0019876505,0.0017321389,0.00097050425,0.00029614707,0.0013195137,-0.0011988448,0.001607771,0.00035901112,0.0010407474,0.0012733648,-0.0009970795,0.0021602397,0.00095922034,0.0006626081,-0.00066591706,1.521688e-05,0.00021565496,0.0026755487,-0.0011187899,-0.00050642126,0.0003139004
1.0,10,-0.0015767803,-0.000344974,0.0013070982,0.00053086784,0.0009866157,-0.00077897654,0.0005291784,-4.4881366e-05,0.0026416783,-0.00023490004,0.0002734363,0.0015778039,0.0004597949,0.00044142734,0.0010585055,-0.0009502382,0.00086029526,-0.001131423,-0.0014395087,9.17766e-06,0.0018117961,1.4309771e-05,-0.0005772393,0.00034043123,0.00021230266,-0.00075717736,-0.0011424439,0.0013034223,-0.0020405322,0.0007068049,0.00010226574,0.000996912,0.000559852,-0.00078805676,0.0005886175,0.0022558887,-0.0028337995,0.0007239352,0.0005825404,0.0005599726,0.0016692886,-0.0007369073,0.001699762,2.675131e-05,0.00033121504,0.0008355477,-0.0014520964,-0.00029297033,-0.00048450567,0.0006267545,-0.00034417515,-0.00063737296,0.0002665411,-0.0010635208,-0.0013778219,-0.0013466662,-0.00061676395,8.8366796e-05,-0.0020343214,0.0005391751,-0.0019213455,0.00020499656,0.0010787575,0.00081048394,-0.0011615977,0.00074992795,0.0024962914,0.00025425572,0.0017367201,0.0015013767,-0.0012221467,0.0007959283,-0.00035925768,-0.0016324279,0.0014333175,0.0020689913,0.00024372293,0.00055812765,-0.0006898632,0.00011982035,-0.0017502522,0.0011030756,0.0019380534,-0.0018650894,0.0018813754,-0.0022870945,0.0008474812,-0.0027877828,-0.00051849894,0.0013902159,-0.0023431014,-0.0033793992,-0.00062510744,-0.0029281052,-0.0014321771,0.00022605999,-0.0008180124,0.0016072496,0.00039570965,0.001570438,-0.0005445685,-0.0001043817,-0.0024412475,-0.00026183715,-0.00030372338,0.0012533825,-0.0001890799,-0.0020982767,0.0017130654,0.00073971506,0.0003004386,0.0014357427,-0.0012517737,0.001625414,0.0002817635,0.001071265,0.001260967,-0.0011839997,0.0019447093,0.0010293154,0.0007503461,-0.0008638045,1.388602e-06,0.00020659505,0.0025687371,-0.0011515724,-0.00050642126,0.00026144832
1.0,10,-0.0015214672,-0.00043175835,0.0013566893,0.0006071618,0.00087980414,-0.00085075543,0.00053108577,-2.1993183e-05,0.0024795537,-0.00023394637,0.00017759204,0.001600692,0.0005165385,0.00025927555,0.0010438428,-0.0010990114,0.0007649278,-0.0010017233,-0.001309809,-0.00015485432,0.0018489894,-4.6725385e-05,-0.00062873773,0.00044724275,0.00013124035,-0.00081725884,-0.0012053864,0.0012266515,-0.002023366,0.0006448161,0.0001427969,0.0010960941,0.00047592865,-0.0008462309,0.00060459157,0.002532931,-0.002729849,0.00067482097,0.00065883435,0.0005599726,0.0015929947,-0.0006854089,0.0017007156,0.000111389905,0.00012712873,0.0006505349,-0.001400598,-0.00031991163,-0.0003900919,0.00069160433,-0.0003293932,-0.00067170523,0.00018261775,-0.0011417221,-0.0012528906,-0.0012818164,-0.00074360264,0.00011125498,-0.0020721108,0.00058065995,-0.0021273391,0.0003699822,0.0010520546,0.0007866421,-0.0011072382,0.00075565,0.0026298058,0.00024209637,0.0018053846,0.0014910055,-0.0011216532,0.0007277406,-0.00041814707,-0.0015318153,0.0014638351,0.0019421526,0.00030475808,0.00060151983,-0.00057351496,9.693217e-05,-0.0017178273,0.001233729,0.0018827403,-0.0019008522,0.0018890048,-0.0020524906,0.00078286976,-0.0029155752,-0.00062149577,0.0013153525,-0.0022553634,-0.0032668656,-0.00074097887,-0.0029529007,-0.0013430086,0.00034622295,-0.00095492427,0.0015118822,0.0002641026,0.0015971409,-0.0005343165,-7.434096e-05,-0.0023763976,-0.00030713668,-0.00029418664,0.0012581807,-0.00020147767,-0.002053931,0.0018675607,0.0008789515,0.00034859916,0.00135927,-0.0012014674,0.0015968038,0.00043816608,0.0011017825,0.0012285421,-0.001089586,0.0021087413,0.0009678034,0.0006359052,-0.0007164618,2.0342879e-05,0.0002290064,0.002622143,-0.000984441,-0.00042535894,0.00037493557
1.0,10,-0.0015519848,-0.00030587334,0.0013237875,0.0005518487,0.0010009208,-0.0008221452,0.00045765284,1.9968487e-05,0.0024614339,-0.00020986609,0.00018617511,0.0014557336,0.00037825573,0.00039278995,0.0009811387,-0.0009807558,0.0007687425,-0.0009912329,-0.0012525886,-1.752522e-05,0.0017478999,0.00014782418,-0.0006478112,0.0002412491,0.00026856945,-0.0007266598,-0.0010260956,0.0012857793,-0.0021006137,0.00071252696,0.00023244228,0.0010388737,0.00044922577,-0.00085862866,0.00058516045,0.00228736,-0.0027393857,0.0006557475,0.0005787257,0.0007201899,0.001551033,-0.000658706,0.0016473099,8.9891255e-06,0.0002692262,0.0007535317,-0.001356729,-0.00027032057,-0.00047008134,0.0006820676,-0.00044526462,-0.00070413016,2.2400462e-05,-0.0011073898,-0.001178504,-0.0013352222,-0.0007931937,0.00026384287,-0.0019812733,0.00039952144,-0.0020586746,0.0003327889,0.0011016456,0.00079808617,-0.0011062846,0.000635487,0.0026336205,0.00018773694,0.0017615156,0.0014749123,-0.0010957848,0.00086578494,-0.00044461153,-0.0015632865,0.0014371322,0.0019154497,0.0002818699,0.00049375463,-0.0005859127,0.00011219096,-0.0017941212,0.0011450372,0.0019399608,-0.0019275551,0.001911893,-0.0022260593,0.0008646473,-0.0028001806,-0.0005833488,0.0013945075,-0.0023087692,-0.003312642,-0.0007877089,-0.0029242905,-0.0011384455,0.00037101848,-0.00084680144,0.0015481218,0.00039189495,0.001721357,-0.00047018193,-2.3796223e-05,-0.0024772487,-0.00025277724,-0.00021217065,0.0012093645,-0.0002777716,-0.0019166018,0.0018270295,0.0009457087,0.00035527488,0.0012001256,-0.001025276,0.0015455438,0.00024266285,0.0010960605,0.0012509534,-0.0012040269,0.0020324474,0.0009902148,0.00081519596,-0.00075556245,-4.546065e-05,7.641851e-05,0.0025210534,-0.0010752785,-0.00057699316,0.00035681576
1.0,10,-0.0016549816,-0.00033066887,0.0012422483,0.00064626243,0.0010619559,-0.0007707213,0.00044525508,2.7597882e-05,0.0025119786,-0.00017386489,0.00030490756,0.0016350243,0.00062859524,0.0004652692,0.0010771021,-0.0010322542,0.0007668352,-0.0010494071,-0.0012430518,1.2992357e-05,0.0018108424,-6.579887e-05,-0.0006897729,0.0002488785,0.00014745281,-0.00065704156,-0.001153888,0.0012767194,-0.0020433932,0.0005875956,0.00014041271,0.0010674839,0.0005178903,-0.0008254885,0.0005728819,0.002354594,-0.0027603665,0.00065145595,0.0006206874,0.00061719306,0.00158918,-0.00073118525,0.0016511246,6.978586e-05,0.00015001692,0.00075925374,-0.0014349303,-0.00027628103,-0.0003990326,0.0006153104,-0.00034512882,-0.0006087627,0.00019215449,-0.001092131,-0.0012443075,-0.0012703723,-0.00077602756,0.00011506968,-0.0021575838,0.00051008805,-0.0020624893,0.00028033683,0.0010291664,0.00074277306,-0.0011701807,0.0006888928,0.0025668633,0.00018582959,0.0017462568,0.0014936579,-0.0011255872,0.0008321679,-0.00040241145,-0.0016054866,0.0014790939,0.002031798,0.00025135232,0.0006091492,-0.0006211987,0.000117913005,-0.0016501164,0.0011579118,0.0018789256,-0.0019943123,0.0018661167,-0.0022699283,0.0007282719,-0.0028469106,-0.0005757194,0.0013320418,-0.0023564529,-0.00330692,-0.00058696046,-0.0028899582,-0.0011880365,0.00030426128,-0.00088280265,0.0015481218,0.00039189495,0.00163648,-0.00060631894,-4.2458996e-06,-0.002354463,-0.00025182357,-0.00017974572,0.0013225835,-0.00024248566,-0.0021154429,0.0018484872,0.0007301783,0.00023844978,0.0013962248,-0.0011554526,0.0015066816,0.0002779488,0.0011113193,0.001284332,-0.0011506211,0.0020400768,0.0009496836,0.00071601383,-0.00085331406,1.7839484e-05,0.000120764365,0.0025277291,-0.0010806429,-0.00042821997,0.00046553463
1.0,10,-0.0015863171,-0.0004145922,0.0013113897,0.00062718894,0.00092081213,-0.00086771295,0.00044382457,6.5744855e-05,0.0024957662,-0.0002382379,0.00022765994,0.0016464684,0.00041330326,0.00032889377,0.0009797082,-0.0011257143,0.00086029526,-0.0009864646,-0.001342234,-0.00013196614,0.0017307338,6.008614e-05,-0.00068786554,0.0004968338,0.0002447276,-0.0007628994,-0.0011519806,0.0012566922,-0.0020567446,0.00058664195,0.00021813717,0.0010121708,0.00049881684,-0.0008300184,0.000694833,0.0024928767,-0.0026511708,0.000639535,0.00063594617,0.00088803656,0.0014861831,-0.00064153987,0.0016797348,5.4527074e-05,9.375013e-05,0.00059903646,-0.0014273009,-0.0002731816,-0.0003630314,0.0007812497,-0.00039567356,-0.00070031546,0.0002512823,-0.0012275528,-0.0012929449,-0.0013886279,-0.000786518,0.000103625585,-0.0019960552,0.0005558048,-0.0021960037,0.00029464194,0.0010444252,0.00081715966,-0.0010967478,0.0007804455,0.0025764,0.00021896977,0.001687129,0.0016393019,-0.0011509787,0.0010317243,-0.0003285017,-0.0015675781,0.0014447616,0.0019183108,0.0002627964,0.0006124871,-0.0006936779,0.0001293571,-0.0017197346,0.0012642465,0.0020086253,-0.001962841,0.0019347812,-0.0020353245,0.00086345524,-0.002783968,-0.0005719047,0.0013778182,-0.0023717117,-0.0031714982,-0.00074193254,-0.0029910477,-0.0013053385,0.0004034434,-0.0007553679,0.0016835436,0.0003308598,0.0016343342,-0.00054361485,-9.341445e-05,-0.0023945174,-0.0002613603,-0.00022361474,0.0012407165,-0.000244393,-0.001971438,0.0017459672,0.00081028696,0.00039628288,0.0010456303,-0.0012369917,0.0016301824,0.00040669483,0.0011036899,0.0012247274,-0.001089586,0.0020477062,0.0010269312,0.0007465314,-0.00075937714,0.0001425324,0.00020087301,0.0026002084,-0.0010523903,-0.00030519598,0.00041212887
