"Heaving frequency in [Hz],  from motor excitations",Wind speed [m/s],0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1.0,10,4.042517,0.0,0.0,0.0,0.0,3.8929498,0.0,3.963228,0.0,2.8582087,0.0,0.0,0.0,0.0,3.8977172,0.0,0.0,0.0,2.8314064,0.0,0.0,2.2643538,0.0,0.0,0.0,1.6004165,2.0321813,2.3898265,3.6931329,2.8886175,3.4617636,4.32062,0.0,0.0,1.9741099,0.0,0.0,2.3388503,3.5096734,4.62275,0.0,2.6840198,2.4109828,0.0,0.0,0.0,3.8047657,0.0,4.426127,0.0,4.164583,0.0,0.0,0.0,0.0,0.0,2.6396337,3.9537408,1.6178784,0.0,0.0,3.5741694,0.0,0.0,0.0,0.0,0.55904377,0.0,2.9688897,4.4654546,3.6240141,0.0,0.0,4.279241,0.0,0.0,0.0,5.103211,0.0,0.0,3.6744757,0.0,0.0,2.8149476,0.0,1.0000343,5.1985164,0.0,3.9586132,4.536799,4.110829,3.4133322,0.0,2.4205997,3.8949692,2.3483675,0.0,3.7596388,3.2191217,0.0,2.5640213,0.0,3.1444123,1.9532821,0.0,0.0,0.0,0.0,2.036745,0.0,3.36585,3.795777,0.0,4.3764606,0.0,4.203547,0.0,0.0,3.231931,0.0,3.3682811,3.2528934,4.674185,1.8023933,0.0,0.0,3.3457594,2.939512
1.0,10,4.0425158,0.0,0.0,0.0,0.0,3.892949,0.0,3.9632266,0.0,2.8582084,0.0,0.0,0.0,0.0,3.8977165,0.0,0.0,0.0,2.8314073,0.0,0.0,2.2643547,0.0,0.0,0.0,1.600417,2.0321796,2.389827,3.6931336,2.888619,3.4617648,4.3206196,0.0,0.0,1.9741104,0.0,0.0,2.3388503,3.5096726,4.622751,0.0,2.6840193,2.410982,0.0,0.0,0.0,3.8047638,0.0,4.426127,0.0,4.164584,0.0,0.0,0.0,0.0,0.0,2.6396337,3.9537404,1.617878,0.0,0.0,3.5741704,0.0,0.0,0.0,0.0,0.55904466,0.0,2.968891,4.465455,3.6240134,0.0,0.0,4.2792416,0.0,0.0,0.0,5.1032114,0.0,0.0,3.6744747,0.0,0.0,2.8149467,0.0,1.0000354,5.198515,0.0,3.9586112,4.5367985,4.1108284,3.413332,0.0,2.4205997,3.8949704,2.348366,0.0,3.7596383,3.219121,0.0,2.5640209,0.0,3.1444125,1.9532838,0.0,0.0,0.0,0.0,2.0367444,0.0,3.365849,3.7957768,0.0,4.376461,0.0,4.2035465,0.0,0.0,3.2319298,0.0,3.3682814,3.2528946,4.674184,1.8023931,0.0,0.0,3.3457584,2.9395115
1.0,10,4.042517,0.0,0.0,0.0,0.0,3.8929498,0.0,3.963226,0.0,2.8582084,0.0,0.0,0.0,0.0,3.8977182,0.0,0.0,0.0,2.8314075,0.0,0.0,2.2643545,0.0,0.0,0.0,1.6004164,2.03218,2.389827,3.6931338,2.8886182,3.4617648,4.32062,0.0,0.0,1.9741106,0.0,0.0,2.3388512,3.5096729,4.6227493,0.0,2.68402,2.4109821,0.0,0.0,0.0,3.8047652,0.0,4.4261274,0.0,4.164583,0.0,0.0,0.0,0.0,0.0,2.6396337,3.9537408,1.6178786,0.0,0.0,3.5741713,0.0,0.0,0.0,0.0,0.5590439,0.0,2.9688904,4.4654546,3.624015,0.0,0.0,4.2792416,0.0,0.0,0.0,5.103211,0.0,0.0,3.6744747,0.0,0.0,2.814947,0.0,1.0000347,5.198516,0.0,3.9586124,4.5368,4.1108294,3.413331,0.0,2.4206,3.8949695,2.3483672,0.0,3.7596393,3.2191212,0.0,2.5640216,0.0,3.1444125,1.9532834,0.0,0.0,0.0,0.0,2.036745,0.0,3.3658497,3.7957766,0.0,4.3764606,0.0,4.203546,0.0,0.0,3.231931,0.0,3.3682814,3.252894,4.674184,1.8023937,0.0,0.0,3.34576,2.9395125
1.0,10,4.0425158,0.0,0.0,0.0,0.0,3.8929498,0.0,3.963226,0.0,2.858209,0.0,0.0,0.0,0.0,3.8977184,0.0,0.0,0.0,2.8314075,0.0,0.0,2.264355,0.0,0.0,0.0,1.6004155,2.0321794,2.3898273,3.6931324,2.8886178,3.461765,4.3206205,0.0,0.0,1.9741104,0.0,0.0,2.3388507,3.5096724,4.6227493,0.0,2.6840189,2.4109824,0.0,0.0,0.0,3.8047647,0.0,4.426127,0.0,4.1645846,0.0,0.0,0.0,0.0,0.0,2.6396344,3.95374,1.6178788,0.0,0.0,3.5741713,0.0,0.0,0.0,0.0,0.55904377,0.0,2.9688907,4.465455,3.6240146,0.0,0.0,4.2792416,0.0,0.0,0.0,5.103213,0.0,0.0,3.6744747,0.0,0.0,2.814947,0.0,1.000035,5.1985154,0.0,3.958613,4.5368,4.1108284,3.4133306,0.0,2.4205987,3.894969,2.348367,0.0,3.7596383,3.2191215,0.0,2.5640209,0.0,3.1444118,1.9532826,0.0,0.0,0.0,0.0,2.0367446,0.0,3.3658495,3.7957764,0.0,4.3764606,0.0,4.2035465,0.0,0.0,3.231932,0.0,3.368281,3.252893,4.674183,1.8023934,0.0,0.0,3.34576,2.9395125
1.0,10,4.042516,0.0,0.0,0.0,0.0,3.8929496,0.0,3.963226,0.0,2.8582091,0.0,0.0,0.0,0.0,3.8977184,0.0,0.0,0.0,2.8314064,0.0,0.0,2.2643547,0.0,0.0,0.0,1.6004158,2.0321798,2.389826,3.6931322,2.8886166,3.4617646,4.32062,0.0,0.0,1.9741108,0.0,0.0,2.3388503,3.509673,4.6227493,0.0,2.6840186,2.4109821,0.0,0.0,0.0,3.8047655,0.0,4.426126,0.0,4.1645846,0.0,0.0,0.0,0.0,0.0,2.6396334,3.9537394,1.6178795,0.0,0.0,3.5741704,0.0,0.0,0.0,0.0,0.55904365,0.0,2.9688902,4.465454,3.6240141,0.0,0.0,4.2792416,0.0,0.0,0.0,5.103212,0.0,0.0,3.6744754,0.0,0.0,2.8149467,0.0,1.0000353,5.1985145,0.0,3.9586127,4.5368,4.1108294,3.413331,0.0,2.4205987,3.8949695,2.3483675,0.0,3.7596385,3.2191207,0.0,2.564021,0.0,3.1444116,1.9532821,0.0,0.0,0.0,0.0,2.0367455,0.0,3.365849,3.795778,0.0,4.3764606,0.0,4.203546,0.0,0.0,3.2319307,0.0,3.3682806,3.2528925,4.6741834,1.8023936,0.0,0.0,3.3457596,2.9395125
1.0,10,4.042517,0.0,0.0,0.0,0.0,3.8929508,0.0,3.9632266,0.0,2.858209,0.0,0.0,0.0,0.0,3.8977175,0.0,0.0,0.0,2.8314073,0.0,0.0,2.264355,0.0,0.0,0.0,1.6004153,2.03218,2.3898265,3.6931322,2.8886168,3.4617646,4.32062,0.0,0.0,1.9741106,0.0,0.0,2.3388503,3.5096738,4.6227493,0.0,2.684019,2.4109814,0.0,0.0,0.0,3.804766,0.0,4.426127,0.0,4.164584,0.0,0.0,0.0,0.0,0.0,2.6396348,3.9537404,1.6178792,0.0,0.0,3.5741704,0.0,0.0,0.0,0.0,0.5590435,0.0,2.9688895,4.4654536,3.6240146,0.0,0.0,4.279242,0.0,0.0,0.0,5.1032104,0.0,0.0,3.6744757,0.0,0.0,2.8149471,0.0,1.0000353,5.198516,0.0,3.9586134,4.5368004,4.1108294,3.413329,0.0,2.4205992,3.8949685,2.348367,0.0,3.7596393,3.2191215,0.0,2.564022,0.0,3.1444125,1.9532822,0.0,0.0,0.0,0.0,2.036746,0.0,3.3658497,3.7957766,0.0,4.37646,0.0,4.203547,0.0,0.0,3.2319307,0.0,3.368281,3.252893,4.6741834,1.8023933,0.0,0.0,3.3457608,2.9395118
1.0,10,4.042517,0.0,0.0,0.0,0.0,3.89295,0.0,3.963227,0.0,2.858209,0.0,0.0,0.0,0.0,3.8977184,0.0,0.0,0.0,2.8314068,0.0,0.0,2.2643554,0.0,0.0,0.0,1.6004153,2.0321796,2.389827,3.6931326,2.8886178,3.461765,4.3206205,0.0,0.0,1.9741104,0.0,0.0,2.3388505,3.5096724,4.6227503,0.0,2.684019,2.4109828,0.0,0.0,0.0,3.8047643,0.0,4.4261265,0.0,4.164584,0.0,0.0,0.0,0.0,0.0,2.6396341,3.9537408,1.6178788,0.0,0.0,3.574171,0.0,0.0,0.0,0.0,0.5590439,0.0,2.9688904,4.465455,3.6240146,0.0,0.0,4.279241,0.0,0.0,0.0,5.103212,0.0,0.0,3.6744747,0.0,0.0,2.814947,0.0,1.0000349,5.198514,0.0,3.9586124,4.5368,4.1108284,3.4133303,0.0,2.420599,3.8949692,2.3483663,0.0,3.7596385,3.2191215,0.0,2.564021,0.0,3.1444116,1.9532822,0.0,0.0,0.0,0.0,2.036745,0.0,3.3658495,3.7957773,0.0,4.3764596,0.0,4.203547,0.0,0.0,3.2319317,0.0,3.368281,3.252893,4.674184,1.8023927,0.0,0.0,3.3457596,2.9395125
1.0,10,4.0425158,0.0,0.0,0.0,0.0,3.8929505,0.0,3.9632275,0.0,2.858209,0.0,0.0,0.0,0.0,3.897718,0.0,0.0,0.0,2.8314068,0.0,0.0,2.2643547,0.0,0.0,0.0,1.6004163,2.0321803,2.3898268,3.6931322,2.8886168,3.4617648,4.320621,0.0,0.0,1.9741111,0.0,0.0,2.33885,3.5096738,4.6227493,0.0,2.6840196,2.4109817,0.0,0.0,0.0,3.8047657,0.0,4.426127,0.0,4.164584,0.0,0.0,0.0,0.0,0.0,2.6396346,3.953739,1.6178797,0.0,0.0,3.5741696,0.0,0.0,0.0,0.0,0.5590434,0.0,2.96889,4.465454,3.6240134,0.0,0.0,4.2792416,0.0,0.0,0.0,5.103213,0.0,0.0,3.6744752,0.0,0.0,2.814947,0.0,1.0000352,5.1985154,0.0,3.958613,4.5367994,4.11083,3.413331,0.0,2.4205983,3.8949704,2.3483675,0.0,3.7596393,3.219121,0.0,2.5640209,0.0,3.144411,1.9532831,0.0,0.0,0.0,0.0,2.036745,0.0,3.3658493,3.7957776,0.0,4.376462,0.0,4.2035465,0.0,0.0,3.2319305,0.0,3.3682811,3.2528932,4.6741834,1.8023937,0.0,0.0,3.3457603,2.9395125
1.0,10,4.042516,0.0,0.0,0.0,0.0,3.8929505,0.0,3.9632246,0.0,2.8582091,0.0,0.0,0.0,0.0,3.897718,0.0,0.0,0.0,2.8314075,0.0,0.0,2.2643557,0.0,0.0,0.0,1.6004151,2.0321786,2.389828,3.6931326,2.8886175,3.4617648,4.32062,0.0,0.0,1.9741113,0.0,0.0,2.3388512,3.5096729,4.6227493,0.0,2.6840186,2.410981,0.0,0.0,0.0,3.8047652,0.0,4.4261274,0.0,4.1645846,0.0,0.0,0.0,0.0,0.0,2.6396334,3.9537394,1.6178788,0.0,0.0,3.574171,0.0,0.0,0.0,0.0,0.559044,0.0,2.968891,4.465455,3.624014,0.0,0.0,4.279242,0.0,0.0,0.0,5.1032133,0.0,0.0,3.674475,0.0,0.0,2.8149467,0.0,1.0000358,5.198515,0.0,3.9586124,4.5368,4.110829,3.4133298,0.0,2.4205992,3.8949697,2.3483665,0.0,3.7596378,3.2191207,0.0,2.5640213,0.0,3.1444123,1.9532837,0.0,0.0,0.0,0.0,2.0367448,0.0,3.3658485,3.7957773,0.0,4.37646,0.0,4.203546,0.0,0.0,3.2319307,0.0,3.368281,3.2528934,4.674182,1.8023933,0.0,0.0,3.3457599,2.9395125
1.0,10,4.042516,0.0,0.0,0.0,0.0,3.8929505,0.0,3.963226,0.0,2.8582084,0.0,0.0,0.0,0.0,3.8977175,0.0,0.0,0.0,2.831407,0.0,0.0,2.2643547,0.0,0.0,0.0,1.6004156,2.0321794,2.3898275,3.6931336,2.888618,3.461765,4.32062,0.0,0.0,1.9741113,0.0,0.0,2.3388505,3.5096729,4.6227503,0.0,2.684019,2.4109824,0.0,0.0,0.0,3.8047636,0.0,4.426127,0.0,4.164585,0.0,0.0,0.0,0.0,0.0,2.6396346,3.9537408,1.6178788,0.0,0.0,3.57417,0.0,0.0,0.0,0.0,0.55904406,0.0,2.9688916,4.465455,3.6240134,0.0,0.0,4.279241,0.0,0.0,0.0,5.1032124,0.0,0.0,3.6744752,0.0,0.0,2.814947,0.0,1.0000348,5.198515,0.0,3.958612,4.5367985,4.1108284,3.4133306,0.0,2.4205987,3.894969,2.3483655,0.0,3.7596378,3.2191207,0.0,2.5640209,0.0,3.1444113,1.9532828,0.0,0.0,0.0,0.0,2.0367444,0.0,3.3658493,3.7957776,0.0,4.3764606,0.0,4.203547,0.0,0.0,3.2319312,0.0,3.3682811,3.2528937,4.674183,1.802393,0.0,0.0,3.3457596,2.9395123
1.0,20,4.0425153,0.0,0.0,0.0,0.0,3.8929503,0.0,3.9632208,0.0,2.8582163,0.0,0.0,0.0,0.0,3.8977227,0.0,0.0,0.0,2.8314118,0.0,0.0,2.2643638,0.0,0.0,0.0,1.600408,2.032173,2.3898351,3.6931329,2.8886142,3.461761,4.320621,0.0,0.0,1.9741148,0.0,0.0,2.3388479,3.5096762,4.6227527,0.0,2.684013,2.410975,0.0,0.0,0.0,3.8047602,0.0,4.426127,0.0,4.16459,0.0,0.0,0.0,0.0,0.0,2.639631,3.9537408,1.6178815,0.0,0.0,3.5741763,0.0,0.0,0.0,0.0,0.5590444,0.0,2.9688962,4.465461,3.624014,0.0,0.0,4.2792406,0.0,0.0,0.0,5.103215,0.0,0.0,3.6744711,0.0,0.0,2.8149426,0.0,1.0000411,5.198509,0.0,3.9586148,4.5368037,4.110826,3.413324,0.0,2.4205952,3.894968,2.3483596,0.0,3.7596424,3.219124,0.0,2.5640216,0.0,3.1444101,1.9532808,0.0,0.0,0.0,0.0,2.036747,0.0,3.3658466,3.795778,0.0,4.3764544,0.0,4.2035475,0.0,0.0,3.2319314,0.0,3.3682754,3.2528858,4.6741805,1.802386,0.0,0.0,3.3457673,2.9395106
1.0,20,4.042516,0.0,0.0,0.0,0.0,3.8929493,0.0,3.9632232,0.0,2.858216,0.0,0.0,0.0,0.0,3.897723,0.0,0.0,0.0,2.8314116,0.0,0.0,2.2643652,0.0,0.0,0.0,1.6004069,2.0321739,2.3898342,3.6931324,2.8886142,3.4617593,4.320622,0.0,0.0,1.9741143,0.0,0.0,2.3388474,3.5096753,4.6227527,0.0,2.6840127,2.4109762,0.0,0.0,0.0,3.8047605,0.0,4.426128,0.0,4.16459,0.0,0.0,0.0,0.0,0.0,2.639631,3.9537408,1.6178812,0.0,0.0,3.574177,0.0,0.0,0.0,0.0,0.55904406,0.0,2.9688952,4.465462,3.6240149,0.0,0.0,4.279241,0.0,0.0,0.0,5.1032147,0.0,0.0,3.674471,0.0,0.0,2.8149433,0.0,1.0000403,5.19851,0.0,3.9586163,4.5368047,4.1108255,3.4133234,0.0,2.4205947,3.8949673,2.3483589,0.0,3.7596421,3.2191253,0.0,2.5640216,0.0,3.1444094,1.9532797,0.0,0.0,0.0,0.0,2.0367467,0.0,3.3658464,3.7957778,0.0,4.376454,0.0,4.2035484,0.0,0.0,3.2319324,0.0,3.3682754,3.2528849,4.6741805,1.802386,0.0,0.0,3.345768,2.9395118
1.0,20,4.042516,0.0,0.0,0.0,0.0,3.8929496,0.0,3.9632213,0.0,2.858216,0.0,0.0,0.0,0.0,3.8977227,0.0,0.0,0.0,2.8314118,0.0,0.0,2.2643654,0.0,0.0,0.0,1.6004065,2.0321734,2.389835,3.693133,2.8886144,3.4617608,4.320621,0.0,0.0,1.9741145,0.0,0.0,2.338848,3.5096762,4.622753,0.0,2.6840131,2.4109755,0.0,0.0,0.0,3.8047595,0.0,4.4261284,0.0,4.1645894,0.0,0.0,0.0,0.0,0.0,2.639631,3.9537413,1.6178811,0.0,0.0,3.574178,0.0,0.0,0.0,0.0,0.55904424,0.0,2.9688969,4.465462,3.6240149,0.0,0.0,4.2792406,0.0,0.0,0.0,5.1032157,0.0,0.0,3.674471,0.0,0.0,2.8149436,0.0,1.0000407,5.198509,0.0,3.9586158,4.536804,4.1108265,3.413324,0.0,2.4205952,3.894967,2.3483593,0.0,3.7596421,3.219124,0.0,2.564023,0.0,3.1444101,1.9532804,0.0,0.0,0.0,0.0,2.0367467,0.0,3.365846,3.7957778,0.0,4.3764534,0.0,4.203548,0.0,0.0,3.2319326,0.0,3.3682754,3.2528849,4.67418,1.802386,0.0,0.0,3.345768,2.9395115
1.0,20,4.0425153,0.0,0.0,0.0,0.0,3.8929493,0.0,3.9632213,0.0,2.8582165,0.0,0.0,0.0,0.0,3.8977234,0.0,0.0,0.0,2.8314102,0.0,0.0,2.2643654,0.0,0.0,0.0,1.6004065,2.032173,2.3898351,3.6931317,2.8886137,3.4617605,4.320622,0.0,0.0,1.9741138,0.0,0.0,2.3388479,3.5096757,4.622753,0.0,2.6840122,2.4109757,0.0,0.0,0.0,3.8047595,0.0,4.426128,0.0,4.164591,0.0,0.0,0.0,0.0,0.0,2.639632,3.9537413,1.6178814,0.0,0.0,3.574178,0.0,0.0,0.0,0.0,0.5590441,0.0,2.9688966,4.4654613,3.6240144,0.0,0.0,4.2792406,0.0,0.0,0.0,5.103215,0.0,0.0,3.6744711,0.0,0.0,2.8149436,0.0,1.0000403,5.198509,0.0,3.9586158,4.5368047,4.1108255,3.413324,0.0,2.4205947,3.8949668,2.3483596,0.0,3.759642,3.219124,0.0,2.5640213,0.0,3.1444094,1.9532796,0.0,0.0,0.0,0.0,2.0367467,0.0,3.365846,3.7957778,0.0,4.3764544,0.0,4.2035484,0.0,0.0,3.2319326,0.0,3.3682756,3.2528849,4.67418,1.8023862,0.0,0.0,3.3457682,2.9395103
1.0,20,4.0425153,0.0,0.0,0.0,0.0,3.89295,0.0,3.9632218,0.0,2.8582165,0.0,0.0,0.0,0.0,3.897723,0.0,0.0,0.0,2.8314104,0.0,0.0,2.2643645,0.0,0.0,0.0,1.6004072,2.0321732,2.389835,3.6931322,2.8886144,3.4617605,4.320623,0.0,0.0,1.9741138,0.0,0.0,2.3388476,3.5096748,4.6227536,0.0,2.6840127,2.4109757,0.0,0.0,0.0,3.804759,0.0,4.4261284,0.0,4.1645904,0.0,0.0,0.0,0.0,0.0,2.6396317,3.9537418,1.6178812,0.0,0.0,3.5741775,0.0,0.0,0.0,0.0,0.5590443,0.0,2.9688976,4.465462,3.6240141,0.0,0.0,4.2792397,0.0,0.0,0.0,5.1032157,0.0,0.0,3.6744711,0.0,0.0,2.8149438,0.0,1.00004,5.1985097,0.0,3.9586163,4.536804,4.110826,3.4133244,0.0,2.4205945,3.8949676,2.348359,0.0,3.7596426,3.2191253,0.0,2.5640213,0.0,3.1444092,1.9532795,0.0,0.0,0.0,0.0,2.036746,0.0,3.365846,3.7957788,0.0,4.376454,0.0,4.203549,0.0,0.0,3.2319329,0.0,3.3682754,3.2528853,4.67418,1.8023863,0.0,0.0,3.345768,2.9395113
1.0,20,4.042515,0.0,0.0,0.0,0.0,3.8929505,0.0,3.9632223,0.0,2.8582172,0.0,0.0,0.0,0.0,3.8977232,0.0,0.0,0.0,2.8314102,0.0,0.0,2.2643652,0.0,0.0,0.0,1.6004065,2.032173,2.3898356,3.6931317,2.8886142,3.4617603,4.3206224,0.0,0.0,1.9741138,0.0,0.0,2.3388476,3.5096745,4.622753,0.0,2.6840124,2.4109757,0.0,0.0,0.0,3.804759,0.0,4.4261284,0.0,4.1645913,0.0,0.0,0.0,0.0,0.0,2.639632,3.9537418,1.6178818,0.0,0.0,3.5741773,0.0,0.0,0.0,0.0,0.5590439,0.0,2.968898,4.465463,3.6240137,0.0,0.0,4.2792397,0.0,0.0,0.0,5.1032147,0.0,0.0,3.6744707,0.0,0.0,2.814943,0.0,1.0000403,5.1985097,0.0,3.958615,4.5368047,4.110826,3.4133239,0.0,2.4205945,3.8949664,2.348359,0.0,3.7596426,3.219125,0.0,2.5640209,0.0,3.1444094,1.953279,0.0,0.0,0.0,0.0,2.0367463,0.0,3.3658462,3.7957788,0.0,4.3764544,0.0,4.2035484,0.0,0.0,3.2319345,0.0,3.3682761,3.252885,4.674178,1.8023863,0.0,0.0,3.3457673,2.9395118
1.0,20,4.0425158,0.0,0.0,0.0,0.0,3.8929513,0.0,3.963221,0.0,2.8582165,0.0,0.0,0.0,0.0,3.897723,0.0,0.0,0.0,2.83141,0.0,0.0,2.2643652,0.0,0.0,0.0,1.6004064,2.0321732,2.3898351,3.6931314,2.8886135,3.4617598,4.3206224,0.0,0.0,1.9741145,0.0,0.0,2.3388476,3.509676,4.6227527,0.0,2.684012,2.4109747,0.0,0.0,0.0,3.8047595,0.0,4.426128,0.0,4.16459,0.0,0.0,0.0,0.0,0.0,2.6396313,3.9537408,1.6178825,0.0,0.0,3.5741768,0.0,0.0,0.0,0.0,0.5590438,0.0,2.968897,4.4654613,3.624014,0.0,0.0,4.2792416,0.0,0.0,0.0,5.1032143,0.0,0.0,3.674471,0.0,0.0,2.814943,0.0,1.0000405,5.1985087,0.0,3.9586163,4.536805,4.1108246,3.413323,0.0,2.4205945,3.8949666,2.3483596,0.0,3.7596424,3.2191246,0.0,2.56402,0.0,3.1444087,1.9532804,0.0,0.0,0.0,0.0,2.0367472,0.0,3.3658454,3.795778,0.0,4.3764553,0.0,4.2035475,0.0,0.0,3.231933,0.0,3.368276,3.252885,4.6741786,1.8023864,0.0,0.0,3.3457675,2.9395123
1.0,20,4.0425143,0.0,0.0,0.0,0.0,3.8929508,0.0,3.963221,0.0,2.8582165,0.0,0.0,0.0,0.0,3.8977234,0.0,0.0,0.0,2.8314104,0.0,0.0,2.2643652,0.0,0.0,0.0,1.6004062,2.032172,2.3898354,3.6931317,2.8886135,3.46176,4.320623,0.0,0.0,1.9741148,0.0,0.0,2.3388484,3.5096753,4.622752,0.0,2.684013,2.4109752,0.0,0.0,0.0,3.8047588,0.0,4.4261284,0.0,4.164591,0.0,0.0,0.0,0.0,0.0,2.6396315,3.9537413,1.6178818,0.0,0.0,3.5741775,0.0,0.0,0.0,0.0,0.559044,0.0,2.9688976,4.4654617,3.6240134,0.0,0.0,4.2792416,0.0,0.0,0.0,5.103215,0.0,0.0,3.6744702,0.0,0.0,2.8149436,0.0,1.00004,5.1985087,0.0,3.9586153,4.5368047,4.1108255,3.4133244,0.0,2.4205937,3.8949666,2.3483598,0.0,3.7596421,3.2191248,0.0,2.5640192,0.0,3.1444087,1.9532797,0.0,0.0,0.0,0.0,2.0367463,0.0,3.3658462,3.7957785,0.0,4.3764544,0.0,4.203548,0.0,0.0,3.2319336,0.0,3.3682761,3.252884,4.674179,1.8023866,0.0,0.0,3.3457682,2.9395125
1.0,20,4.0425143,0.0,0.0,0.0,0.0,3.8929524,0.0,3.963221,0.0,2.8582175,0.0,0.0,0.0,0.0,3.8977225,0.0,0.0,0.0,2.831411,0.0,0.0,2.2643645,0.0,0.0,0.0,1.600407,2.0321717,2.3898365,3.693132,2.8886142,3.4617589,4.320622,0.0,0.0,1.9741141,0.0,0.0,2.3388479,3.5096762,4.622752,0.0,2.684012,2.4109735,0.0,0.0,0.0,3.8047595,0.0,4.4261274,0.0,4.1645913,0.0,0.0,0.0,0.0,0.0,2.6396317,3.9537413,1.6178818,0.0,0.0,3.5741754,0.0,0.0,0.0,0.0,0.5590443,0.0,2.9688978,4.4654617,3.6240137,0.0,0.0,4.2792406,0.0,0.0,0.0,5.103214,0.0,0.0,3.67447,0.0,0.0,2.8149433,0.0,1.0000409,5.19851,0.0,3.9586153,4.536804,4.110825,3.4133232,0.0,2.4205945,3.8949668,2.3483586,0.0,3.7596438,3.2191238,0.0,2.5640192,0.0,3.144409,1.9532812,0.0,0.0,0.0,0.0,2.0367467,0.0,3.3658445,3.795778,0.0,4.3764553,0.0,4.203548,0.0,0.0,3.2319322,0.0,3.3682754,3.252885,4.6741776,1.8023862,0.0,0.0,3.3457685,2.9395118
1.0,20,4.042515,0.0,0.0,0.0,0.0,3.8929505,0.0,3.963222,0.0,2.8582163,0.0,0.0,0.0,0.0,3.8977227,0.0,0.0,0.0,2.8314095,0.0,0.0,2.2643657,0.0,0.0,0.0,1.6004059,2.0321724,2.3898356,3.6931314,2.8886135,3.4617593,4.3206234,0.0,0.0,1.9741153,0.0,0.0,2.3388484,3.5096757,4.622752,0.0,2.684013,2.410975,0.0,0.0,0.0,3.8047585,0.0,4.4261284,0.0,4.16459,0.0,0.0,0.0,0.0,0.0,2.6396317,3.9537418,1.6178833,0.0,0.0,3.574176,0.0,0.0,0.0,0.0,0.5590436,0.0,2.968898,4.465462,3.6240134,0.0,0.0,4.2792425,0.0,0.0,0.0,5.103215,0.0,0.0,3.6744719,0.0,0.0,2.8149447,0.0,1.0000398,5.1985087,0.0,3.9586167,4.536804,4.110825,3.4133234,0.0,2.4205933,3.894966,2.3483608,0.0,3.7596438,3.2191246,0.0,2.5640187,0.0,3.1444073,1.9532794,0.0,0.0,0.0,0.0,2.0367477,0.0,3.3658464,3.795779,0.0,4.376456,0.0,4.2035475,0.0,0.0,3.2319345,0.0,3.3682761,3.252885,4.674178,1.8023866,0.0,0.0,3.3457694,2.9395127
1.0,20,4.0425143,0.0,0.0,0.0,0.0,3.8929503,0.0,3.9632208,0.0,2.8582168,0.0,0.0,0.0,0.0,3.8977232,0.0,0.0,0.0,2.83141,0.0,0.0,2.264365,0.0,0.0,0.0,1.6004056,2.0321712,2.3898351,3.693132,2.8886135,3.46176,4.3206224,0.0,0.0,1.9741148,0.0,0.0,2.3388476,3.5096757,4.6227527,0.0,2.684012,2.4109745,0.0,0.0,0.0,3.8047583,0.0,4.426128,0.0,4.16459,0.0,0.0,0.0,0.0,0.0,2.639631,3.9537408,1.6178825,0.0,0.0,3.5741777,0.0,0.0,0.0,0.0,0.55904394,0.0,2.9688978,4.465463,3.6240132,0.0,0.0,4.2792406,0.0,0.0,0.0,5.1032157,0.0,0.0,3.674471,0.0,0.0,2.8149436,0.0,1.0000403,5.198509,0.0,3.9586167,4.536804,4.110825,3.4133236,0.0,2.4205935,3.8949668,2.3483596,0.0,3.7596426,3.2191246,0.0,2.5640204,0.0,3.144409,1.9532796,0.0,0.0,0.0,0.0,2.0367467,0.0,3.3658457,3.7957785,0.0,4.3764544,0.0,4.2035484,0.0,0.0,3.2319329,0.0,3.3682764,3.252884,4.674179,1.8023864,0.0,0.0,3.3457675,2.9395125
1.0,20,4.0425153,0.0,0.0,0.0,0.0,3.8929505,0.0,3.963222,0.0,2.858217,0.0,0.0,0.0,0.0,3.8977234,0.0,0.0,0.0,2.831411,0.0,0.0,2.2643657,0.0,0.0,0.0,1.6004055,2.0321727,2.389835,3.6931307,2.888613,3.4617596,4.3206234,0.0,0.0,1.9741143,0.0,0.0,2.3388474,3.5096757,4.622752,0.0,2.684012,2.4109752,0.0,0.0,0.0,3.8047593,0.0,4.426128,0.0,4.1645904,0.0,0.0,0.0,0.0,0.0,2.639631,3.9537404,1.6178825,0.0,0.0,3.5741777,0.0,0.0,0.0,0.0,0.5590434,0.0,2.9688983,4.4654627,3.6240144,0.0,0.0,4.279241,0.0,0.0,0.0,5.1032143,0.0,0.0,3.6744716,0.0,0.0,2.8149433,0.0,1.0000402,5.1985083,0.0,3.958617,4.5368047,4.1108255,3.413323,0.0,2.4205933,3.894966,2.348359,0.0,3.7596428,3.219125,0.0,2.5640209,0.0,3.144408,1.9532794,0.0,0.0,0.0,0.0,2.0367467,0.0,3.3658466,3.7957788,0.0,4.3764544,0.0,4.203549,0.0,0.0,3.231934,0.0,3.3682756,3.2528846,4.674178,1.8023858,0.0,0.0,3.3457696,2.9395125
