"Heaving frequency in [Hz],  from motor excitations",Wind speed [m/s],0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1.0,20,1.0,0.20543033,1.0,0.9945,0.010983263,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.981,0.0275,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.1915,0.0,0.073,0.1095,0.008,0.875,0.9505,1.0,0.0545,0.868,0.099,1.0,0.0495,1.0,0.027,0.0495,0.865,0.0675,0.9275,0.73,0.9995,0.0,0.0,0.297,0.135,0.996,0.135,0.2025,0.0,0.233,0.817,0.0,0.774,0.0,0.9085,0.183,1.0,0.301,0.0,0.5135,0.183,0.0,0.0915,0.0915,0.9085,0.186,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0125,0.8755,0.1885,0.8755,0.376,0.0,0.1245,0.9925,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7475,0.3735
1.0,20,1.0,0.20286885,1.0,0.9945,0.010460251,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.981,0.03,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.1905,0.0,0.073,0.1095,0.0,0.875,0.9505,1.0,0.0565,0.8795,0.099,1.0,0.0495,1.0,0.0355,0.0495,0.865,0.0675,0.884,0.73,0.9945,0.0,0.0,0.3165,0.135,0.9975,0.135,0.2025,0.0,0.221,0.817,0.0,0.792,0.0,0.9085,0.183,1.0,0.316,0.0,0.5165,0.183,0.0,0.0915,0.0915,0.9085,0.1845,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0475,0.8755,0.2205,0.8755,0.397,0.0,0.1245,0.9985,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7585,0.3735
1.0,20,1.0,0.19518442,1.0,0.9945,0.009937239,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9825,0.03,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.18,0.0,0.073,0.1095,0.003,0.897,0.9505,1.0,0.0555,0.884,0.099,1.0,0.0495,1.0,0.022,0.0495,0.865,0.0675,0.889,0.73,1.0,0.0,0.0,0.2905,0.135,0.998,0.135,0.2025,0.0,0.215,0.817,0.0,0.7845,0.0,0.9085,0.183,1.0,0.316,0.0,0.507,0.183,0.0,0.0915,0.0915,0.9085,0.1845,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.026,0.8755,0.178,0.8755,0.2785,0.0,0.1245,0.989,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.782,0.3735
1.0,20,1.0,0.18237706,1.0,0.9945,0.0130753135,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9835,0.0185,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.191,0.0,0.073,0.1095,0.0,0.881,0.9505,1.0,0.058,0.877,0.099,1.0,0.0495,1.0,0.025,0.0495,0.865,0.0675,0.9255,0.73,0.9985,0.0,0.0,0.2985,0.135,0.9975,0.135,0.2025,0.0,0.229,0.817,0.0,0.771,0.0,0.9085,0.183,1.0,0.3155,0.0,0.5195,0.183,0.0,0.0915,0.0915,0.9085,0.1835,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0575,0.8755,0.175,0.8755,0.3085,0.0,0.1245,0.9965,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.751,0.3735
1.0,20,0.99899596,0.19057377,1.0,0.9945,0.013598327,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9835,0.0315,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.1735,0.0,0.073,0.1095,0.0,0.892,0.9505,1.0,0.0515,0.8865,0.099,1.0,0.05,1.0,0.02,0.0495,0.865,0.0675,0.8905,0.73,1.0,0.0,0.0,0.259,0.135,0.999,0.135,0.2025,0.0,0.218,0.817,0.0,0.786,0.0,0.9085,0.183,1.0,0.2855,0.0,0.511,0.183,0.0,0.0915,0.0915,0.9085,0.1835,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0325,0.8755,0.174,0.8755,0.287,0.0,0.1245,0.9955,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.796,0.3735
1.0,20,0.99899596,0.2085041,1.0,0.9945,0.012029288,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9855,0.0335,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.203,0.0,0.073,0.1095,0.0,0.89,0.9505,1.0,0.0605,0.8775,0.099,1.0,0.0495,1.0,0.019,0.0495,0.865,0.0675,0.9145,0.73,0.997,0.001,0.0,0.28,0.135,0.998,0.135,0.2025,0.0,0.214,0.817,0.0,0.797,0.0,0.9085,0.183,1.0,0.3155,0.0,0.502,0.183,0.0,0.0915,0.0915,0.9085,0.1835,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0255,0.8755,0.193,0.8755,0.2635,0.0,0.1245,0.993,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.773,0.3735
1.0,20,1.0,0.21670082,1.0,0.9945,0.008891214,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.987,0.0275,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.1725,0.0,0.073,0.1095,0.0,0.888,0.9505,1.0,0.0525,0.877,0.099,1.0,0.0495,1.0,0.0185,0.0495,0.865,0.0675,0.906,0.73,0.999,0.0,0.0,0.287,0.135,0.9985,0.135,0.2025,0.0,0.2195,0.817,0.0,0.7845,0.0,0.9085,0.183,1.0,0.308,0.0,0.5055,0.183,0.0,0.0915,0.0915,0.9085,0.185,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0405,0.8755,0.192,0.8755,0.2725,0.0,0.1245,0.996,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7535,0.3735
1.0,20,1.0,0.21004099,1.0,0.9945,0.009937239,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9855,0.0285,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.175,0.0,0.073,0.1095,0.0,0.8905,0.9505,1.0,0.056,0.8785,0.099,1.0,0.05,1.0,0.0225,0.0495,0.865,0.0675,0.907,0.73,0.999,0.0,0.0,0.284,0.135,0.9985,0.135,0.2025,0.0,0.2115,0.817,0.0,0.781,0.0,0.9085,0.183,1.0,0.2945,0.0,0.5175,0.183,0.0,0.0915,0.0915,0.9085,0.184,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.014,0.8755,0.1765,0.8755,0.334,0.0,0.1245,0.996,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7555,0.3735
1.0,20,1.0,0.21106558,1.0,0.9945,0.011506276,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.989,0.024,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.1825,0.0,0.073,0.1095,0.0,0.893,0.9505,1.0,0.0565,0.875,0.099,1.0,0.0495,1.0,0.02,0.0495,0.865,0.0675,0.901,0.73,0.9995,0.0,0.0,0.3005,0.135,0.9975,0.135,0.2025,0.0,0.2135,0.817,0.0,0.7975,0.0,0.9085,0.183,1.0,0.2985,0.0,0.5055,0.183,0.0,0.0915,0.0915,0.9085,0.184,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0405,0.8755,0.1755,0.8755,0.301,0.0,0.1245,0.999,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7845,0.3735
1.0,20,1.0,0.21465164,1.0,0.9945,0.009937239,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9825,0.0275,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.1585,0.0,0.073,0.1095,0.0,0.8995,0.9505,1.0,0.053,0.882,0.099,1.0,0.0495,1.0,0.013,0.0495,0.865,0.0675,0.9055,0.73,1.0,0.0,0.0,0.2365,0.135,0.998,0.135,0.2025,0.0,0.2145,0.817,0.0,0.8045,0.0,0.9085,0.183,1.0,0.2995,0.0,0.497,0.183,0.0,0.0915,0.0915,0.9085,0.183,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0045,0.8755,0.16,0.8755,0.2675,0.0,0.1245,0.996,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7665,0.3735
1.0,20,0.999498,0.20491803,1.0,0.9945,0.009937239,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9855,0.0325,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.176,0.0,0.073,0.1095,0.0,0.887,0.9505,1.0,0.0595,0.887,0.099,1.0,0.0495,1.0,0.022,0.0495,0.865,0.0675,0.9115,0.73,1.0,0.001,0.0,0.2965,0.135,0.999,0.135,0.2025,0.0,0.213,0.817,0.0,0.776,0.0,0.9085,0.183,1.0,0.3005,0.0,0.4995,0.183,0.0,0.0915,0.0915,0.9085,0.1855,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0195,0.8755,0.2165,0.8755,0.2675,0.0,0.1245,0.991,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7865,0.3735
1.0,20,0.999498,0.18903689,1.0,0.9945,0.005753138,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.982,0.021,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.172,0.0,0.073,0.1095,0.0,0.8815,0.9505,1.0,0.0615,0.8865,0.099,1.0,0.0495,1.0,0.0145,0.0495,0.865,0.0675,0.894,0.73,1.0,0.0,0.0,0.2475,0.135,0.9985,0.135,0.2025,0.0,0.2145,0.817,0.0,0.794,0.0,0.9085,0.183,1.0,0.296,0.0,0.5105,0.183,0.0,0.0915,0.0915,0.9085,0.185,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0165,0.8755,0.1785,0.8755,0.2905,0.0,0.1245,0.99,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7725,0.3735
1.0,20,1.0,0.19262294,1.0,0.9945,0.0062761507,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.987,0.034,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.193,0.0,0.073,0.1095,0.001,0.896,0.9505,1.0,0.06,0.8685,0.099,1.0,0.0495,1.0,0.026,0.0495,0.865,0.0675,0.9095,0.73,0.998,0.0,0.0,0.3215,0.135,0.9975,0.135,0.2025,0.0,0.2135,0.817,0.0,0.788,0.0,0.9085,0.183,1.0,0.3,0.0,0.496,0.183,0.0,0.0915,0.0915,0.9085,0.1845,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0455,0.8755,0.196,0.8755,0.2685,0.0,0.1245,0.988,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.783,0.3735
1.0,20,1.0,0.20184426,1.0,0.9945,0.010983263,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.983,0.0235,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.197,0.0,0.073,0.1095,0.0005,0.8865,0.9505,1.0,0.0565,0.882,0.099,1.0,0.0495,1.0,0.019,0.0495,0.865,0.0675,0.8935,0.73,0.9995,0.0,0.0,0.2665,0.135,0.9975,0.135,0.2025,0.0,0.2125,0.817,0.0,0.787,0.0,0.9085,0.183,1.0,0.3095,0.0,0.504,0.183,0.0,0.0915,0.0915,0.9085,0.184,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0575,0.8755,0.191,0.8755,0.267,0.0,0.1245,0.9805,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7465,0.3735
1.0,20,1.0,0.19211066,1.0,0.9945,0.011506276,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9845,0.031,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.1755,0.0,0.073,0.1095,0.0,0.891,0.9505,1.0,0.062,0.88,0.099,1.0,0.05,1.0,0.0235,0.0495,0.865,0.0675,0.8905,0.73,1.0,0.0,0.0,0.2825,0.135,0.9995,0.135,0.2025,0.0,0.216,0.817,0.0,0.768,0.0,0.9085,0.183,1.0,0.307,0.0,0.5205,0.183,0.0,0.0915,0.0915,0.9085,0.184,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0105,0.8755,0.192,0.8755,0.305,0.0,0.1245,0.987,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.751,0.3735
1.0,20,0.999498,0.19979508,1.0,0.9945,0.008368201,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9875,0.0255,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.19,0.0,0.073,0.1095,0.0,0.886,0.9505,1.0,0.0555,0.8775,0.099,1.0,0.0495,1.0,0.0225,0.0495,0.865,0.0675,0.927,0.73,0.999,0.0,0.0,0.299,0.135,0.999,0.135,0.2025,0.0,0.2225,0.817,0.0,0.789,0.0,0.9085,0.183,1.0,0.3065,0.0,0.5175,0.183,0.0,0.0915,0.0915,0.9085,0.184,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.063,0.8755,0.1755,0.8755,0.3465,0.0,0.1245,0.9975,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7395,0.3735
1.0,20,0.99899596,0.1987705,1.0,0.9945,0.012029288,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.983,0.026,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.185,0.0,0.073,0.1095,0.0,0.8985,0.9505,1.0,0.0565,0.8705,0.099,1.0,0.0495,1.0,0.0205,0.0495,0.865,0.0675,0.916,0.73,1.0,0.0,0.0,0.3005,0.135,0.999,0.135,0.2025,0.0,0.21,0.817,0.0,0.7905,0.0,0.9085,0.183,1.0,0.3145,0.0,0.4865,0.183,0.0,0.0915,0.0915,0.9085,0.184,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0285,0.8755,0.1835,0.8755,0.2525,0.0,0.1245,0.991,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.8,0.3735
1.0,20,0.999498,0.19313525,1.0,0.9945,0.014121339,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9895,0.024,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.172,0.0,0.073,0.1095,0.001,0.894,0.9505,1.0,0.055,0.892,0.099,1.0,0.05,1.0,0.0165,0.0495,0.865,0.0675,0.922,0.73,1.0,0.0,0.0,0.26,0.135,0.9975,0.135,0.2025,0.0,0.208,0.817,0.0,0.7835,0.0,0.9085,0.183,1.0,0.2935,0.0,0.4945,0.183,0.0,0.0915,0.0915,0.9085,0.185,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.01,0.8755,0.168,0.8755,0.266,0.0,0.1245,0.9855,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7635,0.3735
1.0,20,1.0,0.19467214,1.0,0.9945,0.009414226,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9865,0.027,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.191,0.0,0.073,0.1095,0.0,0.891,0.9505,1.0,0.058,0.888,0.099,1.0,0.0495,1.0,0.0245,0.0495,0.865,0.0675,0.918,0.73,1.0,0.0,0.0,0.2455,0.135,0.9995,0.135,0.2025,0.0,0.2095,0.817,0.0,0.7665,0.0,0.9085,0.183,1.0,0.3065,0.0,0.512,0.183,0.0,0.0915,0.0915,0.9085,0.186,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0315,0.8755,0.1765,0.8755,0.2765,0.0,0.1245,0.9885,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.7515,0.3735
1.0,20,1.0,0.20235656,1.0,0.9945,0.009937239,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.9855,0.031,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.2,0.0,0.073,0.1095,0.0025,0.8925,0.9505,1.0,0.058,0.8795,0.099,1.0,0.0495,1.0,0.0245,0.0495,0.865,0.0675,0.8995,0.73,1.0,0.0005,0.0,0.297,0.135,0.998,0.135,0.2025,0.0,0.213,0.817,0.0,0.774,0.0,0.9085,0.183,1.0,0.3165,0.0,0.491,0.183,0.0,0.0915,0.0915,0.9085,0.1855,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.054,0.8755,0.172,0.8755,0.257,0.0,0.1245,0.983,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.744,0.3735
1.0,20,1.0,0.2090164,1.0,0.9945,0.009937239,1.0,0.9895,0.979,1.0,1.0,0.029,0.961,0.986,0.0285,0.9805,0.0195,0.9735,1.0,0.0,0.0,0.1325,0.927,0.927,0.0,0.927,0.185,0.0,0.073,0.1095,0.0,0.887,0.9505,1.0,0.063,0.877,0.099,1.0,0.0495,1.0,0.031,0.0495,0.865,0.0675,0.898,0.73,1.0,0.0,0.0,0.2565,0.135,0.998,0.135,0.2025,0.0,0.224,0.817,0.0,0.7705,0.0,0.9085,0.183,1.0,0.3,0.0,0.5135,0.183,0.0,0.0915,0.0915,0.9085,0.185,1.0,0.817,0.0,0.817,0.751,0.8755,0.502,0.249,0.0445,0.8755,0.162,0.8755,0.295,0.0,0.1245,0.989,0.8755,0.0,0.3735,0.1245,0.0,0.6265,0.249,0.751,0.249,0.1245,1.0,0.712,0.3735
1.9,10,1.0,0.1972336,1.0,0.9945,0.005753138,1.0,0.979,0.979,1.0,0.9785,0.029,0.9265,1.0,0.0585,0.961,0.0585,0.9735,0.999,0.0,0.026,0.085,0.927,0.927,0.0,0.927,0.2555,0.073,0.0845,0.1095,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.099,1.0,0.194,0.9505,0.0495,0.0495,0.865,0.2015,1.0,0.73,0.9325,0.0675,0.135,0.4725,0.269,0.936,0.135,0.2025,0.0645,0.2745,0.6635,0.024,0.817,0.0,0.9085,0.4575,0.9085,0.366,0.072,0.549,0.183,0.0,0.363,0.099,0.884,0.361,1.0,0.817,0.01,0.7255,0.502,0.8755,0.499,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.0,0.1245,0.8755,0.8755,0.124,0.3735,0.6225,0.0,0.5115,0.4915,0.627,0.249,0.1245,1.0,0.6265,0.4045
1.9,10,1.0,0.19928278,1.0,0.9945,0.005753138,1.0,0.979,0.979,1.0,0.9805,0.029,0.929,1.0,0.0585,0.961,0.0585,0.9735,0.999,0.0,0.0245,0.091,0.927,0.927,0.0,0.927,0.2555,0.073,0.082,0.1095,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.099,1.0,0.1925,0.9505,0.0495,0.0495,0.865,0.2015,1.0,0.73,0.9325,0.0675,0.1345,0.4725,0.2695,0.9355,0.135,0.2025,0.0645,0.2745,0.671,0.0275,0.817,0.0,0.9085,0.4575,0.9085,0.366,0.066,0.549,0.183,0.0,0.3615,0.1005,0.896,0.3455,1.0,0.817,0.008,0.7255,0.502,0.8755,0.499,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.0,0.1245,0.8755,0.8755,0.1215,0.3735,0.6215,0.0,0.518,0.4865,0.6305,0.249,0.1245,1.0,0.6265,0.3915
1.9,10,1.0,0.19313525,1.0,0.9945,0.0062761507,1.0,0.979,0.979,1.0,0.9825,0.029,0.929,1.0,0.0585,0.961,0.0585,0.9735,0.999,0.0,0.023,0.0895,0.927,0.927,0.0,0.927,0.2555,0.073,0.0795,0.1095,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.099,1.0,0.1945,0.9505,0.0495,0.0495,0.865,0.2015,1.0,0.73,0.9325,0.0675,0.1345,0.4725,0.2695,0.9355,0.135,0.2025,0.062,0.2745,0.691,0.0185,0.817,0.0,0.9085,0.4575,0.9085,0.366,0.064,0.549,0.183,0.0,0.362,0.0975,0.8985,0.3395,1.0,0.817,0.004,0.7255,0.502,0.8755,0.5015,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.0,0.1245,0.8755,0.8755,0.12,0.3735,0.6215,0.0,0.5205,0.4845,0.63,0.249,0.1245,1.0,0.6265,0.4005
1.9,10,1.0,0.1880123,1.0,0.9945,0.0052301255,1.0,0.979,0.979,1.0,0.983,0.029,0.9315,1.0,0.0585,0.961,0.0585,0.9735,0.9995,0.0,0.024,0.086,0.927,0.9265,0.0,0.927,0.2555,0.073,0.0805,0.1095,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.099,1.0,0.196,0.9505,0.0495,0.0495,0.865,0.201,1.0,0.73,0.9325,0.0675,0.135,0.4725,0.2695,0.9425,0.135,0.2025,0.059,0.2745,0.7105,0.0145,0.817,0.0,0.9085,0.4575,0.9085,0.366,0.048,0.549,0.183,0.0,0.358,0.096,0.9005,0.337,1.0,0.817,0.005,0.7255,0.502,0.8755,0.501,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.0,0.1245,0.8755,0.8755,0.1195,0.3735,0.622,0.0,0.5205,0.4875,0.63,0.249,0.1245,1.0,0.6265,0.405
1.9,10,1.0,0.18288934,1.0,0.9945,0.0052301255,1.0,0.9795,0.979,1.0,0.982,0.029,0.931,1.0,0.0585,0.961,0.0585,0.9735,1.0,0.0,0.025,0.081,0.927,0.927,0.0,0.927,0.2555,0.073,0.082,0.1095,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.099,1.0,0.1905,0.9505,0.0495,0.0495,0.865,0.202,1.0,0.73,0.9325,0.0675,0.135,0.4725,0.2685,0.94,0.135,0.2025,0.0595,0.2745,0.736,0.0185,0.817,0.0,0.9085,0.4575,0.9085,0.366,0.039,0.549,0.183,0.0,0.351,0.0955,0.9075,0.3365,1.0,0.817,0.005,0.7255,0.502,0.8755,0.5,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.0,0.1245,0.8755,0.8755,0.109,0.3735,0.622,0.0,0.522,0.479,0.628,0.249,0.1245,1.0,0.6265,0.3895
1.9,10,1.0,0.19006148,1.0,0.9945,0.0078451885,1.0,0.979,0.979,1.0,0.9835,0.029,0.932,1.0,0.0585,0.961,0.0585,0.9735,0.999,0.0,0.022,0.079,0.927,0.927,0.0,0.927,0.2555,0.073,0.079,0.1095,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.099,1.0,0.19,0.9505,0.0495,0.0495,0.865,0.202,1.0,0.73,0.9325,0.0675,0.135,0.4725,0.267,0.9375,0.135,0.2025,0.054,0.2745,0.7665,0.0095,0.817,0.0,0.9085,0.4575,0.9085,0.366,0.044,0.549,0.183,0.0,0.355,0.097,0.907,0.3175,1.0,0.817,0.001,0.7255,0.502,0.8755,0.499,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.0,0.1245,0.8755,0.8755,0.117,0.3735,0.6215,0.0,0.538,0.4715,0.631,0.249,0.1245,1.0,0.6265,0.399
1.9,10,1.0,0.18032786,1.0,0.9945,0.0067991633,1.0,0.979,0.979,1.0,0.9845,0.029,0.935,1.0,0.0585,0.961,0.0585,0.9735,0.9995,0.0,0.02,0.078,0.927,0.927,0.0,0.927,0.2555,0.073,0.077,0.1095,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.099,1.0,0.1895,0.9505,0.0495,0.0495,0.865,0.202,1.0,0.73,0.9325,0.0675,0.135,0.4725,0.268,0.936,0.135,0.2025,0.049,0.2745,0.768,0.0055,0.817,0.0,0.9085,0.4575,0.9085,0.366,0.0395,0.549,0.183,0.0,0.3565,0.096,0.908,0.332,1.0,0.817,0.0035,0.7255,0.502,0.8755,0.501,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.0,0.1245,0.8755,0.8755,0.113,0.3735,0.6225,0.0,0.5325,0.475,0.633,0.249,0.1245,1.0,0.6265,0.4035
1.9,10,1.0,0.17520492,1.0,0.9945,0.0052301255,1.0,0.979,0.979,1.0,0.985,0.029,0.9325,1.0,0.0585,0.961,0.0585,0.9735,0.999,0.0,0.0215,0.079,0.927,0.927,0.0,0.927,0.2555,0.073,0.0755,0.1095,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.099,1.0,0.194,0.9505,0.0495,0.0495,0.865,0.2025,1.0,0.73,0.9325,0.0675,0.1345,0.4725,0.269,0.9395,0.135,0.2025,0.0485,0.2745,0.7655,0.01,0.817,0.0,0.9085,0.457,0.9085,0.366,0.0415,0.549,0.183,0.0,0.359,0.0965,0.9075,0.332,1.0,0.817,0.0025,0.7255,0.502,0.8755,0.502,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.0,0.1245,0.8755,0.8755,0.11,0.3735,0.622,0.0,0.533,0.476,0.633,0.249,0.1245,1.0,0.6265,0.394
1.9,10,1.0,0.19313525,1.0,0.9945,0.003661088,1.0,0.979,0.979,1.0,0.9815,0.029,0.932,1.0,0.0585,0.961,0.0585,0.9735,1.0,0.0,0.021,0.077,0.927,0.927,0.0,0.927,0.2555,0.073,0.079,0.1095,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.099,1.0,0.192,0.9505,0.0495,0.0495,0.865,0.2015,1.0,0.73,0.9325,0.0675,0.1345,0.4725,0.268,0.9355,0.135,0.2025,0.0485,0.2745,0.7665,0.009,0.817,0.0,0.9085,0.4565,0.9085,0.366,0.0285,0.549,0.183,0.0,0.3525,0.0945,0.9085,0.327,1.0,0.817,0.0015,0.7255,0.502,0.8755,0.5,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.0,0.1245,0.8755,0.8755,0.112,0.3735,0.622,0.0,0.537,0.4805,0.631,0.249,0.1245,1.0,0.6265,0.3895
