"Heaving frequency in [Hz],  from motor excitations",Wind speed [m/s],0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1.9,10,1.0,0.21004099,0.992,0.978,0.008368201,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.642,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.818,0.4575,0.9085,0.366,0.183,0.549,0.439,0.08,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8405,0.253,0.4935,0.249,0.751,0.3735,0.502,0.6225,0.133,0.538,0.8755,0.677,0.1245,0.434,0.6225,0.2475,0.502,0.498,0.6265,0.4975,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.21516393,0.992,0.978,0.008891214,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.921,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.247,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.628,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.817,0.4575,0.9085,0.366,0.183,0.549,0.4415,0.084,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8455,0.253,0.491,0.249,0.751,0.3735,0.5025,0.6225,0.105,0.5335,0.8755,0.6755,0.1245,0.426,0.6225,0.2475,0.502,0.498,0.6265,0.497,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.21055327,0.992,0.978,0.008368201,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.644,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.817,0.4575,0.9085,0.366,0.183,0.549,0.4425,0.0805,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8475,0.253,0.491,0.249,0.751,0.3735,0.5025,0.6225,0.102,0.5285,0.8755,0.6775,0.1245,0.4245,0.6225,0.247,0.502,0.498,0.6265,0.497,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.20235656,0.992,0.978,0.003661088,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.247,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.643,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.8175,0.4575,0.9085,0.366,0.183,0.549,0.445,0.0795,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8475,0.253,0.494,0.249,0.751,0.3735,0.502,0.6225,0.0995,0.5235,0.8755,0.6675,0.1245,0.4195,0.6225,0.2475,0.502,0.498,0.6265,0.4975,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.20696722,0.992,0.978,0.0020920502,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2465,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.646,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.818,0.4575,0.9085,0.366,0.183,0.549,0.443,0.078,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8445,0.253,0.486,0.249,0.751,0.3735,0.502,0.6225,0.1055,0.5255,0.8755,0.6745,0.1245,0.4225,0.6225,0.248,0.502,0.498,0.6265,0.497,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.22028689,0.992,0.978,0.0026150628,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.639,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.818,0.4575,0.9085,0.366,0.183,0.549,0.4415,0.0805,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8395,0.253,0.4915,0.249,0.751,0.3735,0.502,0.6225,0.093,0.5245,0.8755,0.6775,0.1245,0.4215,0.6225,0.249,0.502,0.498,0.6265,0.4975,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.22694673,0.992,0.978,0.007322176,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.247,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.639,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.817,0.4575,0.9085,0.366,0.183,0.549,0.446,0.079,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8385,0.253,0.4935,0.249,0.751,0.3735,0.502,0.6225,0.12,0.542,0.8755,0.673,0.1245,0.438,0.6225,0.249,0.502,0.498,0.6265,0.496,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.21875,0.992,0.978,0.007322176,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.7305,0.2025,0.7975,0.6295,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.8175,0.4575,0.9085,0.366,0.183,0.549,0.435,0.079,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.832,0.253,0.4965,0.249,0.751,0.3735,0.5025,0.6225,0.087,0.5375,0.8755,0.6845,0.1245,0.4455,0.6225,0.2475,0.502,0.498,0.6265,0.4965,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.23104508,0.992,0.978,0.0062761507,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.638,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.819,0.4575,0.9085,0.366,0.183,0.549,0.435,0.077,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8395,0.253,0.495,0.249,0.751,0.3735,0.502,0.6225,0.1095,0.5365,0.8755,0.678,0.1245,0.4365,0.6225,0.2475,0.502,0.498,0.6265,0.4975,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.22540984,0.992,0.978,0.0041841003,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.631,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.8175,0.4575,0.9085,0.366,0.183,0.549,0.442,0.08,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8425,0.253,0.4955,0.249,0.751,0.3735,0.502,0.6225,0.1085,0.531,0.8755,0.686,0.1245,0.4415,0.6225,0.2465,0.502,0.498,0.6265,0.496,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.21875,0.992,0.978,0.003661088,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.6305,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.8175,0.4575,0.9085,0.366,0.183,0.549,0.443,0.0795,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8485,0.253,0.4895,0.249,0.751,0.3735,0.5025,0.6225,0.0805,0.516,0.8755,0.683,0.1245,0.4325,0.6225,0.245,0.502,0.498,0.6265,0.495,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.2300205,0.992,0.978,0.0067991633,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.7305,0.2025,0.7975,0.653,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.8185,0.4575,0.9085,0.366,0.183,0.549,0.4345,0.076,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.85,0.253,0.492,0.249,0.751,0.3735,0.5025,0.6225,0.0745,0.511,0.8755,0.6765,0.1245,0.447,0.6225,0.2455,0.502,0.498,0.6265,0.4935,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.23514344,0.992,0.978,0.008368201,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.921,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.247,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.658,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.8205,0.4575,0.9085,0.366,0.183,0.549,0.43,0.074,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8475,0.253,0.4845,0.249,0.751,0.3735,0.502,0.6225,0.0615,0.502,0.8755,0.692,0.1245,0.4355,0.6225,0.243,0.502,0.498,0.6265,0.495,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.24180327,0.992,0.978,0.008891214,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.247,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.671,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.8235,0.4575,0.9085,0.366,0.183,0.549,0.425,0.0695,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8415,0.253,0.471,0.249,0.751,0.3735,0.5035,0.6225,0.063,0.4825,0.8755,0.6965,0.1245,0.4355,0.6225,0.2445,0.502,0.498,0.6265,0.4955,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.22233607,0.992,0.978,0.007322176,0.9895,0.979,0.969,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.7975,0.6795,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.822,0.4575,0.9085,0.366,0.183,0.549,0.4275,0.0785,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.8415,0.253,0.4855,0.249,0.751,0.3735,0.502,0.6225,0.0505,0.4855,0.8755,0.687,0.1245,0.45,0.6225,0.243,0.502,0.498,0.6265,0.494,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.2192623,0.992,0.978,0.0031380753,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9205,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.73,0.2025,0.798,0.6425,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.8295,0.4575,0.9085,0.366,0.183,0.549,0.435,0.0745,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.849,0.253,0.4885,0.249,0.751,0.3735,0.5035,0.6225,0.0665,0.49,0.8755,0.691,0.1245,0.436,0.6225,0.2415,0.502,0.498,0.6265,0.493,0.249,0.751,0.6265,0.6225
1.9,10,1.0,0.2289959,0.992,0.978,0.0020920502,0.9895,0.979,0.9685,0.9855,0.971,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.921,0.9205,0.053,0.0265,0.1325,0.8175,0.8905,0.0365,0.854,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2475,0.901,0.198,0.9505,0.0495,0.099,0.7305,0.2025,0.7975,0.667,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.27,0.3375,0.0675,0.2745,0.634,0.183,0.7255,0.0915,0.8255,0.4575,0.9085,0.366,0.183,0.549,0.4335,0.0675,0.366,0.366,0.817,0.4575,0.9085,0.634,0.0915,0.7255,0.502,0.844,0.253,0.479,0.249,0.751,0.3735,0.5035,0.6225,0.04,0.455,0.8755,0.6925,0.1245,0.436,0.6225,0.2435,0.502,0.498,0.6265,0.496,0.249,0.751,0.6265,0.6225
1.9,20,0.999498,0.21362706,0.9995,0.978,0.0067991633,1.0,0.979,0.979,0.9855,0.9725,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9225,0.0,0.0265,0.1325,0.8365,0.906,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2275,1.0,0.198,0.9505,0.0495,0.098,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.934,0.2575,0.2025,0.0675,0.2745,0.634,0.183,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.1655,0.549,0.183,0.0,0.366,0.366,0.817,0.4575,1.0,0.634,0.009,0.7255,0.502,0.65,0.422,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.237,0.6125,0.8755,0.803,0.1245,0.715,0.6225,0.0,0.502,0.498,0.6285,0.249,0.1245,1.0,0.6265,0.375
1.9,20,1.0,0.2090164,1.0,0.978,0.008368201,1.0,0.979,0.979,0.9855,0.9765,0.057,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.921,0.0,0.0265,0.1325,0.8485,0.903,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.229,1.0,0.198,0.9505,0.0495,0.095,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.933,0.2625,0.2025,0.0675,0.2745,0.634,0.183,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.163,0.549,0.183,0.0,0.366,0.365,0.817,0.4575,1.0,0.634,0.009,0.7255,0.502,0.6535,0.4095,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.259,0.6085,0.8755,0.7925,0.1245,0.711,0.6225,0.0,0.502,0.498,0.6305,0.249,0.1245,1.0,0.6265,0.3775
1.9,20,1.0,0.20440574,1.0,0.978,0.008368201,1.0,0.979,0.979,0.9855,0.974,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9215,0.001,0.0265,0.1325,0.844,0.9045,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.1975,0.802,0.219,1.0,0.198,0.9505,0.0495,0.099,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.251,0.2025,0.0675,0.2745,0.635,0.1805,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.1715,0.549,0.183,0.0,0.366,0.3645,0.817,0.4575,1.0,0.634,0.0055,0.7255,0.502,0.655,0.4215,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.2435,0.603,0.8755,0.7885,0.1245,0.702,0.6225,0.0,0.502,0.498,0.6325,0.249,0.1245,1.0,0.6265,0.375
1.9,20,1.0,0.22336066,0.9995,0.978,0.012029288,1.0,0.979,0.979,0.9855,0.975,0.0575,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9225,0.0,0.0265,0.1325,0.852,0.914,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2175,1.0,0.198,0.9505,0.0495,0.0925,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.933,0.2545,0.2025,0.0675,0.2745,0.634,0.182,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.1625,0.549,0.183,0.0,0.366,0.366,0.817,0.4575,1.0,0.634,0.0025,0.7255,0.502,0.6495,0.41,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.243,0.606,0.8755,0.7945,0.1245,0.6885,0.6225,0.0,0.502,0.498,0.6315,0.249,0.1245,1.0,0.6265,0.3755
1.9,20,1.0,0.21516393,0.9995,0.978,0.012029288,1.0,0.979,0.979,0.9855,0.974,0.0575,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9225,0.001,0.0265,0.1325,0.8555,0.916,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.1975,0.802,0.223,1.0,0.198,0.9505,0.0495,0.0945,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.934,0.25,0.2025,0.0675,0.2745,0.634,0.182,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.1705,0.549,0.183,0.0,0.366,0.3655,0.817,0.4575,1.0,0.634,0.0055,0.7255,0.502,0.6455,0.4155,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.2325,0.6025,0.8755,0.798,0.1245,0.6875,0.6225,0.0,0.502,0.498,0.6325,0.249,0.1245,1.0,0.6265,0.38
1.9,20,1.0,0.20543033,1.0,0.978,0.008368201,1.0,0.979,0.979,0.9855,0.972,0.0575,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9215,0.0005,0.0265,0.1325,0.851,0.9105,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.1975,0.802,0.2275,1.0,0.198,0.9505,0.0495,0.092,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.933,0.261,0.2025,0.0675,0.2745,0.634,0.1825,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.167,0.549,0.183,0.0,0.366,0.3655,0.817,0.4575,1.0,0.634,0.0115,0.7255,0.502,0.642,0.415,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.238,0.61,0.8755,0.798,0.1245,0.687,0.6225,0.0,0.502,0.498,0.629,0.249,0.1245,1.0,0.6265,0.378
1.9,20,0.999498,0.20543033,1.0,0.978,0.007322176,1.0,0.979,0.979,0.9855,0.9725,0.0575,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9215,0.0005,0.0265,0.1325,0.855,0.907,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.1975,0.802,0.2205,1.0,0.198,0.9505,0.0495,0.0945,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.933,0.261,0.2025,0.0675,0.2745,0.634,0.1815,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.174,0.549,0.183,0.0,0.366,0.3645,0.817,0.4575,1.0,0.634,0.011,0.7255,0.502,0.6515,0.422,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.239,0.6105,0.8755,0.7945,0.1245,0.6905,0.6225,0.0,0.502,0.498,0.631,0.249,0.1245,1.0,0.6265,0.3785
1.9,20,0.999498,0.20081967,1.0,0.978,0.008368201,1.0,0.979,0.979,0.9855,0.9745,0.0575,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9225,0.0005,0.0265,0.1325,0.8555,0.899,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.197,0.802,0.2195,1.0,0.198,0.9505,0.0495,0.0975,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.262,0.2025,0.0675,0.2745,0.634,0.183,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.1545,0.549,0.183,0.0,0.366,0.365,0.817,0.4575,1.0,0.634,0.006,0.7255,0.502,0.6545,0.409,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.2545,0.61,0.8755,0.793,0.1245,0.71,0.6225,0.0,0.502,0.498,0.63,0.249,0.1245,1.0,0.6265,0.3755
1.9,20,1.0,0.21055327,1.0,0.978,0.012029288,1.0,0.979,0.979,0.9855,0.9745,0.0575,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9205,0.0,0.0265,0.1325,0.8475,0.91,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.1975,0.802,0.2245,1.0,0.198,0.9505,0.0495,0.098,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.252,0.2025,0.0675,0.2745,0.634,0.1825,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.164,0.549,0.183,0.0,0.366,0.3655,0.817,0.4575,1.0,0.634,0.0095,0.7255,0.502,0.656,0.4235,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.259,0.6095,0.8755,0.791,0.1245,0.713,0.6225,0.0,0.5025,0.498,0.629,0.249,0.1245,1.0,0.6265,0.375
1.9,20,0.999498,0.22131148,1.0,0.978,0.012552301,1.0,0.979,0.979,0.9855,0.974,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.922,0.0,0.0265,0.1325,0.863,0.911,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.197,0.802,0.222,1.0,0.198,0.9505,0.0495,0.0945,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.9325,0.254,0.2025,0.0675,0.2745,0.634,0.1815,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.1715,0.549,0.183,0.0,0.366,0.364,0.817,0.4575,1.0,0.634,0.0075,0.7255,0.502,0.658,0.4125,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.217,0.6055,0.8755,0.792,0.1245,0.7225,0.6225,0.0,0.5035,0.498,0.63,0.249,0.1245,1.0,0.6265,0.375
1.9,20,0.999498,0.20440574,1.0,0.978,0.010460251,1.0,0.979,0.979,0.9855,0.9755,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9205,0.0005,0.0265,0.1325,0.875,0.916,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.1965,0.802,0.225,1.0,0.198,0.9505,0.0495,0.0945,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.933,0.257,0.2025,0.0675,0.2745,0.6345,0.1825,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.17,0.549,0.183,0.0,0.366,0.3655,0.817,0.4575,1.0,0.634,0.004,0.7255,0.502,0.655,0.428,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.22,0.606,0.8755,0.798,0.1245,0.7045,0.6225,0.0,0.502,0.498,0.631,0.249,0.1245,1.0,0.6265,0.3785
1.9,20,1.0,0.21516393,1.0,0.978,0.0130753135,1.0,0.979,0.979,0.9855,0.9735,0.058,0.922,0.9805,0.0585,0.961,0.0585,0.9735,0.9215,0.0,0.0265,0.1325,0.8315,0.908,0.0,0.927,0.2555,0.073,0.146,0.1825,0.0495,0.802,0.8515,0.9505,0.198,0.802,0.2355,1.0,0.198,0.9505,0.0495,0.099,0.865,0.2025,0.7975,0.73,0.9325,0.0675,0.135,0.4725,0.27,0.933,0.257,0.2025,0.0675,0.2745,0.634,0.1815,0.7255,0.0,0.9085,0.4575,0.9085,0.366,0.176,0.549,0.183,0.0,0.366,0.3655,0.817,0.4575,1.0,0.634,0.008,0.7255,0.502,0.6555,0.4335,0.249,0.249,0.751,0.3735,0.8755,0.6225,0.261,0.613,0.8755,0.7945,0.1245,0.719,0.6225,0.0,0.502,0.498,0.6305,0.249,0.1245,1.0,0.6265,0.3735
